#Structure_of_the_file:
#English-compound-word	Hindi-meaning	Hindi-paxasUwra	category	Head_position	Root/Word-meaning(meaning-type)
,_in_short_,	saMkRipwa_meM#saMkRipwa_meM#noun#4#RM
binary_coded_decimal_code	xviAXArI_kUtaliKiwa_xaSamalava_kUta#xviAXArI_kUtaliKiwa_xaSamalava_kUta#noun#4#RM
binary_coded_decimal_notation	xviAXArI_kUta_xaSamalava#xviAXArI_kUta_xaSamalava#noun#4#RM
binary_coded_decimal_system	xviAXArI_kUtaliKiwa_xaSamalava_paxvawi#xviAXArI_kUtaliKiwa_xaSamalava_paxvawi#noun#4#RM
binary_coding	xviAXArI_kUtaleKana#xviAXArI_kUtaleKana#noun#2#RM
binary_digit	xvi_saMKyA#xvi_saMKyA#noun#2#RM
binary_half_adder	xviAXArI_arXa_yojaka#xviAXArI_arXa_yojaka#noun#3#RM
binary_loader	xviAXArI_BAraka#xviAXArI_BAraka#noun#2#RM
binary_number	xviAXArI_saMKyA#xviAXArI_saMKyA#noun#2#RM
binary_number_system	xviAXArI_saMKyA_paxvawi#xviAXArI_saMKyA_paxvawi#noun#3#RM
binary_numbers	xviAXArI_aMka#xviAXArI_aMka#noun#2#RM
binary_operation	xvEMkI_saMkriyA#xvEMkI_saMkriyA#noun#2#RM
binary_operator	xviAXArI_saMkAraka#xviAXArI_saMkAraka#noun#2#RM
binary_relation	xviyaMkI_saMbaMXa#xviyaMkI_saMbaMXa#noun#2#RM
binary_search	xvEMkI_Koja#xvEMkI_Koja#noun#2#RM
binary_search_tree	xviAXArI_anveRaNa_warU#xviAXArI_anveRaNa_warU#noun#3#RM
binary_semaphore	xviAXArI_semAPEYra#xviAXArI_semAPEYra#noun#2#RM
binary_separation	xviAXArI_saMkriyA#xviAXArI_saMkriyA#noun#2#RM
binary_synchronous_communication	xviAXArI_wulyakAlika_saMcAra#xviAXArI_wulyakAlika_saMcAra#noun#3#RM
binary_synchronous_control	xviAXArI_wulyakAlika_niyaMwraNa#xviAXArI_wulyakAlika_niyaMwraNa#noun#3#RM
binary_transfer	xviAXArI_trAMsaPara#xviAXArI_trAMsaPara#noun#2#RM
binary_tree	xviAXArI_warU#xviAXArI_warU#noun#2#RM
binding_energy	baMXanakArI_Sakwi#baMXanakArI_Sakwi#noun#2#RM
binding_folder	baMXaka_PZuldara#baMXaka_PZuldara#noun#2#RM
binding_offset	baMXana_AEYPaseta#baMXana_AEYPaseta#noun#2#RM
binomial_distribution	xvipaxIya_viwaraNa#xvipaxIya_viwaraNa#noun#2#RM
biochemical_mechanism	jEva-rAsAyanika_mEkenijma#jEva-rAsAyanika_mEkenijma#noun#2#RM
biological_clock	jIvavijFAna_kI_GadI#jIvavijFAna_kI_GadI#noun#2#RM
biological_warfare	kItANu_yuxXa#kItANu_yuxXa#noun#2#RM
biology_class	jIva_vijFAna_varga#jIva_vijFAna_varga#noun#2#RM
biophysics_department	jEvaBOwikI_viBAga#jEvaBOwikI_viBAga#noun#2#RM
bipartite_agreement	xvipakRIya_samaJOwA#xvipakRIya_samaJOwA#noun#2#RM
bipartite_graph	xviXArI_grAPa#xviXArI_grAPa#noun#2#RM
bipartite_settlement	xvipakRIya_samaJOwA#xvipakRIya_samaJOwA#noun#2#RM
bipolar_encoding	xviXruvI_kUtaleKana#xviXruvI_kUtaleKana#noun#2#RM
bipolar_memory	xviXruvI_smqwi#xviXruvI_smqwi#noun#2#RM
bird_cage	cidZiyA_kA_piMjarA#cidZiyA_kA_piMjarA#noun#2#RM
bird_cherry	jAmuna#jAmuna#noun#2#RM
bird_dog	pakRiyoM_ko_pakadZane_ke_lie_prayukwa_kuwwA#pakRiyoM_ko_pakadZane_ke_lie_prayukwa_kuwwA#noun#2#RM
bird_watching	pakRI_nirIkRaNa#pakRI_nirIkRaNa#noun#2#RM
birds_eye_view	sarakArI_nigAha#sarakArI_nigAha#noun#3#RM
birds_of_a_feather	eka_hI_jAwi_ke#eka_hI_jAwi_ke#noun#1#RM
birth_canal	janma_nalI#janma_nalI#noun#2#RM
birth_certificate	janma_pramANapawra#janma_pramANapawra#noun#2#RM
birth_control	saMwawi_niroXa#saMwawi_niroXa#noun#2#RM
birth_date	janma_wiWi#janma_wiWi#noun#2#RM
birth_death_model	janma_maraNa_moYdala#janma_maraNa_moYdala#noun#3#RM
birth_death_process	janma_maraNa_prakrama#janma_maraNa_prakrama#noun#3#RM
birth_mark	janma_ihna#janma_ihna#noun#2#RM
birth_place	janma_sWAna#janma_sWAna#noun#2#RM
birth_prevention	janma_niroXa#janma_niroXa#noun#2#RM
birth_rate	janma_xara#janma_xara#noun#2#RM
birthday_cake	janmaxina_kA_keka#janmaxina_kA_keka#noun#2#RM
birthday_card	janmaxina_kA_kArda#janmaxina_kA_kArda#noun#2#RM
birthday_cards	janmaxina_ke_kArda#janmaxina_ke_kArda#noun#2#RM
bisection_algorithm	xviBAjana_elgoriWma#xviBAjana_elgoriWma#noun#2#RM
bisiness_name	vyavasAya_nAma#vyavasAya_nAma#noun#2#RM
bit_by_bit	cinxA_cinxA#cinxA_cinxA#noun#3#RM
bit_fault	bita_xoRa#bita_xoRa#noun#2#RM
bit_map	bita_prawiciwra#bita_prawiciwra#noun#2#RM
bit_map_protocol	bita_prawiciwra_protokoYla#bita_prawiciwra_protokoYla#noun#3#RM
bit_oriented_protocol	bita_unmuKI_protokoYla#bita_unmuKI_protokoYla#noun#3#RM
bit_parallel_transmission	bita_samAMwara_saMpreRaNa#bita_samAMwara_saMpreRaNa#noun#3#RM
bit_part	laGu_BUmikA#laGu_BUmikA#noun#2#RM
bit_pattern	bita_prawirUpa#bita_prawirUpa#noun#2#RM
bit_position	bita_sWiwi#bita_sWiwi#noun#2#RM
bit_rate	bita_xara#bita_xara#noun#2#RM
bit_relocation	xvayaMka_sWAna_nirXAraNa#xvayaMka_sWAna_nirXAraNa#noun#2#RM
bit_slice	bita_kawalI#bita_kawalI#noun#2#RM
bit_stuffing	bita_BaraNa#bita_BaraNa#noun#2#RM
bitter_almond	kadZuA_bAxAma#kadZuA_bAxAma#noun#2#RM
bitter_chocolate	kaduA_cAkaleta#kaduA_cAkaleta#noun#2#RM
bitter_end	kadZuvA_anwa#kadZuvA_anwa#noun#2#RM
bituminous_coal	bitUmanI_koyalA#bitUmanI_koyalA#noun#2#RM
black_and_white	SvewaSyAma#SvewaSyAma#noun#3#RM
black_and_white_in	liKiwa_meM#liKiwa_meM#noun#4#RM
black_apricot	kAlI_KubAnI#kAlI_KubAnI#noun#2#RM
black_art	vaSIkaraNa#vaSIkaraNa#noun#2#RM
black_ash	kAlI_rAKa#kAlI_rAKa#noun#2#RM
black_bamboo	kAlA_bAzsa#kAlA_bAzsa#noun#2#RM
black_bass	blEka_bAsa#blEka_bAsa#noun#2#RM
black_bead	kAlA_manakA#kAlA_manakA#noun#2#RM
black_bean	kAlI_sema#kAlI_sema#noun#2#RM
black_bear	kAlA_BAlU#kAlA_BAlU#noun#2#RM
black_bearberry	kAlI_BUSAyI_pAxapa#kAlI_BUSAyI_pAxapa#noun#2#RM
black_bee	kAlI_maXumakKI#kAlI_maXumakKI#noun#2#RM
black_beech	kAlA_bIcavqakRa#kAlA_bIcavqakRa#noun#2#RM
black_belt	kAlA_pattA#kAlA_pattA#noun#2#RM
black_bindweed	hariNapaxI#hariNapaxI#noun#2#RM
black_board	SyAmapatta#SyAmapatta#noun#2#RM
black_box	blEka_boYksa#blEka_boYksa#noun#2#RM
black_bream	eka_prakAra_kI_kAlI_maCalI#eka_prakAra_kI_kAlI_maCalI#noun#2#RM
black_buck	kAlA_hiraNa#kAlA_hiraNa#noun#2#RM
black_buffalo	kAlI_BEMsa#kAlI_BEMsa#noun#2#RM
black_cat	kAlI_billI#kAlI_billI#noun#2#RM
black_catechu	KEra_babbUla#KEra_babbUla#noun#2#RM
black_cherry	kAlA_cerI#kAlA_cerI#noun#2#RM
black_cock	nara_wIwara#nara_wIwara#noun#2#RM
black_diamond	koyalA#koyalA#noun#2#RM
black_disk	blEka_diska#blEka_diska#noun#2#RM
black_duck	kAlA_bawwaKa#kAlA_bawwaKa#noun#2#RM
black_elder	nIgro_bujurga#nIgro_bujurga#noun#2#RM
black_elderberry	blEka_berI#blEka_berI#noun#2#RM
black_eye	kAlI_AzKa#kAlI_AzKa#noun#2#RM
black_flag	kAlA_JaNdA#kAlA_JaNdA#noun#2#RM
black_gold	petroliyama#petroliyama#noun#2#RM
black_hair	kaccA_bAla#kaccA_bAla#noun#2#RM
black_hole	kqRNa_vivara#kqRNa_vivara#noun#2#RM
black_leg	hadZawAlaBexI#hadZawAlaBexI#noun#2#RM
black_list	kAlI-sUcI#kAlI-sUcI#noun#2#RM
black_listing	kAlI_sUcI_meM_nAma_liKanA#kAlI_sUcI_meM_nAma_liKanA#noun#2#RM
black_man	kAlA_AxamI#kAlA_AxamI#noun#2#RM
black_maria	pulisa_vEna#pulisa_vEna#noun#2#RM
black_market	cora_bAjAra#cora_bAjAra#noun#2#RM
black_olive	kAlA_jZEwUna#kAlA_jZEwUna#noun#2#RM
black_out	azXerA#azXerA#noun#2#RM
bladder_cherry	blEdara_cerI#blEdara_cerI#noun#2#RM
blade_bit	bleda_kA_tukadZA#bleda_kA_tukadZA#noun#2#RM
bland_diet	cikanA_AhAra#cikanA_AhAra#noun#2#RM
blank_acceptance	korA_bila_aorI_huMdI_sakAranA#korA_bila_aorI_huMdI_sakAranA#noun#2#RM
blank_bill	korI_huMdI#korI_huMdI#noun#2#RM
blank_check	rikwa_sWAna_kA_nirIkRaNa#rikwa_sWAna_kA_nirIkRaNa#noun#2#RM
blank_cheque	korA_ceka#korA_ceka#noun#2#RM
blank_credit_or_open_credit	korI_sAKa_aXAra#korI_sAKa_aXAra#noun#5#RM
blank_draft_form	korA_drAPta_PArma_arapawra#korA_drAPta_PArma_arapawra#noun#3#RM
blank_endorsed_security	korA_pqRTAMkanayukwa_prawiBUwipawra#korA_pqRTAMkanayukwa_prawiBUwipawra#noun#3#RM
blank_endorsement	korA_pqRTAMkana#korA_pqRTAMkana#noun#2#RM
blank_form	korA_PArma#korA_PArma#noun#2#RM
blank_record	korA_aiBaleKA_AikArda#korA_aiBaleKA_AikArda#noun#2#RM
blank_transfer	anAmI_aMwaraNa#anAmI_aMwaraNa#noun#2#RM
blanket_agreement	vyApAra_karAra#vyApAra_karAra#noun#2#RM
blanket_deal	vyApaka_sOxA#vyApaka_sOxA#noun#2#RM
blanket_enhancement	vyApaka_vqxXi#vyApaka_vqxXi#noun#2#RM
blanket_exchange	KulA_AirbaMXa_vixeSI_muxrA#KulA_AirbaMXa_vixeSI_muxrA#noun#2#RM
blanket_insurance	bahuvyApI_bImA#bahuvyApI_bImA#noun#2#RM
blanket_licence	vyApaka_airbaMXa_lAiseMsa#vyApaka_airbaMXa_lAiseMsa#noun#2#RM
blanket_order	vyApaka_AxeSa#vyApaka_AxeSa#noun#2#RM
blanket_permit	nirbaMXa_aahuvyApI_paramita#nirbaMXa_aahuvyApI_paramita#noun#2#RM
blast_protocol	blAsta_protokoYla#blAsta_protokoYla#noun#2#RM
blasting_cap	sPotana_topI#sPotana_topI#noun#2#RM
bleaching_clay	blIciMga_mittI#blIciMga_mittI#noun#2#RM
bleaching_earth	niKarI_huI_mittI#niKarI_huI_mittI#noun#2#RM
blight_canker	cwwiI_kA_nAsUra#cwwiI_kA_nAsUra#noun#2#RM
blind_alley	baMxa_galI#baMxa_galI#noun#2#RM
blind_drunk	naSe_meM_XUwa#naSe_meM_XUwa#noun#2#RM
blind_eel	aMXI_Ila_maCalI#aMXI_Ila_maCalI#noun#2#RM
blind_flying	upakaraNoM_xvArA_havAI_udZAna#upakaraNoM_xvArA_havAI_udZAna#noun#2#RM
blind_keyboard	aMXa_kuMjIpatala#aMXa_kuMjIpatala#noun#2#RM
blind_landing	upakaraNoM_xvArA_havAI_udZAna#upakaraNoM_xvArA_havAI_udZAna#noun#2#RM
blind_man	anXA#anXA#noun#2#RM
blind_school	aMXa_vixyAlaya#aMXa_vixyAlaya#noun#2#RM
blind_stitching	mahIna_silAI#mahIna_silAI#noun#2#RM
blister_beetle	PaPolA_BqMga#PaPolA_BqMga#noun#2#RM
blister_blight	CAlA_aMgamArI#CAlA_aMgamArI#noun#2#RM
block_and_signal_maintainer	bloYka_Ora_siganala_anurakRaka#bloYka_Ora_siganala_anurakRaka#noun#4#RM
block_assets	Woka_AswiyAM#Woka_AswiyAM#noun#2#RM
block_cache	KaMda_xurawikA#KaMda_xurawikA#noun#2#RM
block_capital	saMxatiwa_aamuccayiwaWoka_pUMjI#saMxatiwa_aamuccayiwaWoka_pUMjI#noun#2#RM
block_check	KaMdaka_joYMca#KaMdaka_joYMca#noun#2#RM
block_copy	KaMda_prawilipi#KaMda_prawilipi#noun#2#RM
block_development_officer	KaMda_vikAsa_aXikArI#KaMda_vikAsa_aXikArI#noun#3#RM
block_diagram	KaMda_AreKa#KaMda_AreKa#noun#2#RM
block_editing	KaMda_saMSoXana#KaMda_saMSoXana#noun#2#RM
block_grant	sAmAnya_anuxAna#sAmAnya_anuxAna#noun#2#RM
block_grants_and_loans	samuccayiwa_anuxAna_Ora_qNa#samuccayiwa_anuxAna_Ora_qNa#noun#4#RM
block_headquarters	Kaprda_muKyAlaya#Kaprda_muKyAlaya#noun#2#RM
block_inspector	bloYka_nirIkRaka#bloYka_nirIkRaka#noun#2#RM
block_instrument_mistry	gutakA_yaMwra_miswrI#gutakA_yaMwra_miswrI#noun#3#RM
block_letter	sAPZa_akRara#sAPZa_akRara#noun#2#RM
block_loans	eka_muSwa_qNa#eka_muSwa_qNa#noun#2#RM
block_maker	bloYka_nirmAwA#bloYka_nirmAwA#noun#2#RM
block_multiplexor_channel	KaMda_bahusaMkewaka_cEnala#KaMda_bahusaMkewaka_cEnala#noun#3#RM
block_paragraph	cOkora_pErA#cOkora_pErA#noun#2#RM
block_signaller	bloYka_wArabAbU#bloYka_wArabAbU#noun#2#RM
block_signalman	bloYka_siganalavAlA#bloYka_siganalavAlA#noun#2#RM
block_size	KaMda_AkAra#KaMda_AkAra#noun#2#RM
block_tester	bloYka_parIkRaka#bloYka_parIkRaka#noun#2#RM
block_transfer	KaMda_sWAnAMwaraNa#KaMda_sWAnAMwaraNa#noun#2#RM
block_transmission	KaMda_saMcaraNa#KaMda_saMcaraNa#noun#2#RM
blocked_account	niruxXa_leKA#niruxXa_leKA#noun#2#RM
blocked_accounts	avaruxXa_airuxXa_KAwe#avaruxXa_airuxXa_KAwe#noun#2#RM
blocked_balances	avaruxXa_jamA_rakama_SeRa#avaruxXa_jamA_rakama_SeRa#noun#2#RM
blocked_capital	niruxXa_pUzjI#niruxXa_pUzjI#noun#2#RM
blocked_deposits	avaruxXa_jamA_rakama#avaruxXa_jamA_rakama#noun#2#RM
blocked_overdues	avaruxXa_awixeya_rASi#avaruxXa_awixeya_rASi#noun#2#RM
blocking_communicating_prioritive	avaroXI_saMcAra_pUxyArga#avaroXI_saMcAra_pUxyArga#noun#3#RM
blocking_factor	avaroXI_guNaka#avaroXI_guNaka#noun#2#RM
blocking_network	avaroXI_netavarka#avaroXI_netavarka#noun#2#RM
blocking_of_accounts	leKoM_kA_niroXana_avaroXana#leKoM_kA_niroXana_avaroXana#noun#1#RM
blocking_oscillator	bloYka_xolaka#bloYka_xolaka#noun#2#RM
blood_bank	rakwa_koRa#rakwa_koRa#noun#2#RM
blood_blister	KUnavAle_CAle#KUnavAle_CAle#noun#2#RM
blood_brother	sagA_BAI#sagA_BAI#noun#2#RM
blood_brotherhood	sage_BAI_jEsA_BAIcArA#sage_BAI_jEsA_BAIcArA#noun#2#RM
blood_cell	rakwa_koSikA#rakwa_koSikA#noun#2#RM
blood_clot	rakwa_kA_jamAva#rakwa_kA_jamAva#noun#2#RM
blood_coagulation	KUna_kA_jamAva#KUna_kA_jamAva#noun#2#RM
blood_count	rakwa_meM_lAla_Ora_Svewa_rakwa_kaNikAoM_kI_mAwrA#rakwa_meM_lAla_Ora_Svewa_rakwa_kaNikAoM_kI_mAwrA#noun#2#RM
blood_disease	rakwa_roga#rakwa_roga#noun#2#RM
blood_donation	rakwaxAna#rakwaxAna#noun#2#RM
blood_donor	rakwa_xAna_karane_vAlA#rakwa_xAna_karane_vAlA#noun#2#RM
blood_group	blada_grupa#blada_grupa#noun#2#RM
blood_pressure	rakwa_cApa#rakwa_cApa#noun#2#RM
blood_relations	rakwa_saMbaMXI#rakwa_saMbaMXI#noun#2#RM
blood_relative	rakwa_sambanXI#rakwa_sambanXI#noun#2#RM
blood_transfusion	rakwa_caDZAne_kI_kriyA#rakwa_caDZAne_kI_kriyA#noun#2#RM
blood_transfusion_officer	rawAXAna_aXikArI#rawAXAna_aXikArI#noun#3#RM
blood_vessel	rakwa_vAhikA#rakwa_vAhikA#noun#2#RM
blood_vessels	rakwa_vAhikA#rakwa_vAhikA#noun#2#RM
blotting_paper	syAhIsoKa#syAhIsoKa#noun#2#RM
blow_hole	vAyuCixra#vAyuCixra#noun#2#RM
blowing_gas	udZanaSIla_gEsa#udZanaSIla_gEsa#noun#2#RM
blue-green_algae	nIla-hariwa_SEvAla#nIla-hariwa_SEvAla#noun#2#RM
blue_angel	nIlA_xevaxUwa#nIlA_xevaxUwa#noun#2#RM
blue_baby	nIlA_baccA#nIlA_baccA#noun#2#RM
blue_bell	GaNtI_ke_sAmAna_PUla#GaNtI_ke_sAmAna_PUla#noun#2#RM
blue_berry	Pala#Pala#noun#2#RM
blue_blood	kulInavarga#kulInavarga#noun#2#RM
blue_bottle	makKI#makKI#noun#2#RM
blue_bugle	nIlA_bigula#nIlA_bigula#noun#2#RM
blue_bull	nIlA_vqRaBa#nIlA_vqRaBa#noun#2#RM
blue_car	nIlI_kAra#nIlI_kAra#noun#2#RM
blue_cat	nIlI_billI#nIlI_billI#noun#2#RM
blue_catfish	nIlI_vidAla_mawsya#nIlI_vidAla_mawsya#noun#2#RM
blue_cheese	nIlA_panIra#nIlA_panIra#noun#2#RM
blue_chip	viRvasanIya_Seyara_aMSa#viRvasanIya_Seyara_aMSa#noun#2#RM
blue_collar_job	kAyika_kArya#kAyika_kArya#noun#3#RM
blue_elder	iMglEMda_meM_viSvavixyAlaya_kA_bujurga_KilAdZI#iMglEMda_meM_viSvavixyAlaya_kA_bujurga_KilAdZI#noun#2#RM
blue_murder	uWala_puWala#uWala_puWala#noun#2#RM
blue_print	rUpareKA#rUpareKA#noun#2#RM
blue_stone	wUwiyA#wUwiyA#noun#2#RM
blue_water	viswqwa_samuxra#viswqwa_samuxra#noun#2#RM
blue_whale	eka_prakAra_kI_sabase_badZI_vhela_maCalI#eka_prakAra_kI_sabase_badZI_vhela_maCalI#noun#2#RM
blueberry_bush	nIlI_JadZaberI_kI_JAdZI#nIlI_JadZaberI_kI_JAdZI#noun#2#RM
blueberry_pie	nIlI_berI_vAlI_keka_kA_tukadZA#nIlI_berI_vAlI_keka_kA_tukadZA#noun#2#RM
blushing_bracket	SarmaxAyaka_koRTaka#SarmaxAyaka_koRTaka#noun#2#RM
bmp_bitmap_graphics	bI_ema_pI_bita_mAnciwra_AleKI#bI_ema_pI_bita_mAnciwra_AleKI#noun#3#RM
bnf_notation	bI_ena_ePa_saMkewa#bI_ena_ePa_saMkewa#noun#2#RM
boa_constrictor	sarpa_viSeRa#sarpa_viSeRa#noun#2#RM
board_level_appointments	borda_swarIya_niyukwiyAz#borda_swarIya_niyukwiyAz#noun#3#RM
board_meeting	borda_kI_bETaka#borda_kI_bETaka#noun#2#RM
board_money	nOkara_kA_vewana#nOkara_kA_vewana#noun#2#RM
board_of_arbitration	mAXyasWam_borda#mAXyasWam_borda#noun#1#RM
board_of_directors	nixeSaka_borda#nixeSaka_borda#noun#1#RM
board_of_governors	gavarnara_aAsaka_maMdala#gavarnara_aAsaka_maMdala#noun#1#RM
board_of_higher_secondary_education	uccawara_mAXyamika_SikRA_borda#uccawara_mAXyamika_SikRA_borda#noun#1#RM
board_of_referees	nirprAyaka_borda_aaMdala#nirprAyaka_borda_aaMdala#noun#1#RM
board_of_reference	nirprewA_maMdala_airprewA_borda#nirprewA_maMdala_airprewA_borda#noun#1#RM
board_of_regents	rAjya-prawiniXi_maNdala#rAjya-prawiniXi_maNdala#noun#1#RM
board_of_revenue	rAjasva_borda#rAjasva_borda#noun#1#RM
board_of_studies	pATya_samiwi#pATya_samiwi#noun#1#RM
board_of_trade	vyApAra_maMdala#vyApAra_maMdala#noun#1#RM
board_of_trustees	nyAsI-maNdala#nyAsI-maNdala#noun#1#RM
board_resolution	maMdala_praswAva_awaaMkalpa#maMdala_praswAva_awaaMkalpa#noun#2#RM
board_sheet_objection_book_section	ba_aAdaSIta_Ora_Apwwi_puswaka_anuBAga#ba_aAdaSIta_Ora_Apwwi_puswaka_anuBAga#noun#5#RM
boarding_and_lodging	AvAsa_Ora_Bojana#AvAsa_Ora_Bojana#noun#3#RM
boarding_card	bordiMga_kArda#bordiMga_kArda#noun#2#RM
boarding_house	CAwrAvAsa#CAwrAvAsa#noun#2#RM
boarding_officer	nO_ArohaNa_aXikArI#nO_ArohaNa_aXikArI#noun#2#RM
boarding_school	AvAsIya_skUla#AvAsIya_skUla#noun#2#RM
boat-_hook	nAva_kA_AzkudZA#nAva_kA_AzkudZA#noun#2#RM
boat-_house	SikArA#SikArA#noun#2#RM
boat_people	SaraNArWI_jo_nAva_xvArA_jAwe_hEM#SaraNArWI_jo_nAva_xvArA_jAwe_hEM#noun#2#RM
boatswain_store_keeper	bosuna_BaMdArI#bosuna_BaMdArI#noun#3#RM
bobby_pin	bAloM_meM_lagAne_vAlA_pina#bAloM_meM_lagAne_vAlA_pina#noun#2#RM
bodily_cavity	SAririka_guhikA#SAririka_guhikA#noun#2#RM
body_and_soul	pUrNa_rUpa_se#pUrNa_rUpa_se#noun#3#RM
body_armor	kavaca#kavaca#noun#2#RM
body_armour	kavaca#kavaca#noun#2#RM
body_blow	jabaraxaswa_JatakA#jabaraxaswa_JatakA#noun#2#RM
body_cavity	xeha_guhA#xeha_guhA#noun#2#RM
body_component	kAya_xataka#kAya_xataka#noun#2#RM
body_corporate	nigamiwa_nikAya_aaMpanI#nigamiwa_nikAya_aaMpanI#noun#2#RM
body_length	SArIrika_lambAI#SArIrika_lambAI#noun#2#RM
body_of_individuals	vyikwayoM_kA_nikAya#vyikwayoM_kA_nikAya#noun#1#RM
body_of_water	jala_wawva#jala_wawva#noun#1#RM
body_part	SarIra_kA_BAga#SarIra_kA_BAga#noun#2#RM
body_servant	aMga_sevaka#aMga_sevaka#noun#2#RM
body_temperature	SarIrika_wApamAna#SarIrika_wApamAna#noun#2#RM
body_weight	SArIrika_vajana#SArIrika_vajana#noun#2#RM
bog_bilberry	paMka_nIlabaxarI#paMka_nIlabaxarI#noun#2#RM
boiled_dinner	ubalA_huA_rAwriBoja#ubalA_huA_rAwriBoja#noun#2#RM
boiled_egg	ubalA_huA_aMdA#ubalA_huA_aMdA#noun#2#RM
boiler_assistant	bAEYyalara_sahAyaka#bAEYyalara_sahAyaka#noun#2#RM
boiler_attendant	bAEYyalara_paricara#bAEYyalara_paricara#noun#2#RM
boiler_house_operator	bAEYyalara_xara_pracAlaka#bAEYyalara_xara_pracAlaka#noun#3#RM
boiler_maker	bAEYyalara_mekara#bAEYyalara_mekara#noun#2#RM
boiler_maker_chargeman	bAEYyalara_mekara_cArjamEna#bAEYyalara_mekara_cArjamEna#noun#3#RM
boiler_maker_foreman	bAEYyalara_mekara_PoramEna#bAEYyalara_mekara_PoramEna#noun#3#RM
boiler_mechanic	bAEYyalara_mekEnika#bAEYyalara_mekEnika#noun#2#RM
boiler_supervisor	bAEYyalara_paryavekRaka#bAEYyalara_paryavekRaka#UNDEFINED#1#RM
bold_letter	motA_akRara#motA_akRara#noun#2#RM
bomb_blast	bama_visPota#bama_visPota#noun#2#RM
bomb_calorimeter	bama_kElorImItara#bama_kElorImItara#noun#2#RM
bomb_shelter	bama_ASraya#bama_ASraya#noun#2#RM
bombardier_beetle	golaMxAjZa_BqMga#golaMxAjZa_BqMga#noun#2#RM
bombing_raid	bama_XAvA#bama_XAvA#noun#2#RM
bombing_run	havAI_bamabArI#havAI_bamabArI#noun#2#RM
bonafide_annual_value	vAswavika_vARirka_mUlya#vAswavika_vARirka_mUlya#noun#3#RM
bonafide_dispute	vAswavika_vivAxa#vAswavika_vivAxa#noun#2#RM
bonafide_investment	vAswavika_niveSa#vAswavika_niveSa#noun#2#RM
bonafide_luggage	vAswavika_sAmAna#vAswavika_sAmAna#noun#2#RM
bonafide_owner	vAswavika_svAmI_IAlika#vAswavika_svAmI_IAlika#noun#2#RM
bonafide_payment	vAswavika_BugawAna#vAswavika_BugawAna#noun#2#RM
bonafide_purchaser	vAswavika_krewA_AarIxAra#vAswavika_krewA_AarIxAra#noun#2#RM
bond_certificate	bAMda_pramANa_pawra#bAMda_pramANa_pawra#noun#2#RM
bond_creditor	bAprdaXArI_lenaxAra#bAprdaXArI_lenaxAra#noun#2#RM
bond_debtor	bAprdaXArI_xenaxAra#bAprdaXArI_xenaxAra#noun#2#RM
bond_forms	bAMda_prapawra#bAMda_prapawra#noun#2#RM
bond_holder	baMXa_pawraXArI#baMXa_pawraXArI#noun#2#RM
bond_market	bAMda_aaMXa_pawra_bAjAra#bAMda_aaMXa_pawra_bAjAra#noun#2#RM
bond_note	bAprda_nota#bAprda_nota#noun#2#RM
bond_prospectus	bAMda_vivaraprikA_AivaraNa_pawra#bAMda_vivaraprikA_AivaraNa_pawra#noun#2#RM
bond_tester	baMXa-parIkRaka#baMXa-parIkRaka#noun#2#RM
bond_trading	qNapawroM_kA_lena-xena#qNapawroM_kA_lena-xena#noun#2#RM
bond_trading_activity	Seyara-vyApAra_prakriyA#Seyara-vyApAra_prakriyA#noun#3#RM
bond_yield	bAMda_Aya#bAMda_Aya#noun#2#RM
bonded_deal	anubaxXa_sOxA_Aenaxena#anubaxXa_sOxA_Aenaxena#noun#2#RM
bonded_goods	AbaxXa_mAla#AbaxXa_mAla#noun#2#RM
bonded_labour	bazXuA_majZaxUra#bazXuA_majZaxUra#noun#2#RM
bonded_stock	baMXaka_stAka#baMXaka_stAka#noun#2#RM
bonded_value	kara_rahiwa_mUlya#kara_rahiwa_mUlya#noun#2#RM
bonded_warehouses	AbaxXa_mAla_goxAma#AbaxXa_mAla_goxAma#noun#2#RM
bone_ash	haddI_kI_rAKa#haddI_kI_rAKa#noun#2#RM
bone_cell	asWi_koSA#asWi_koSA#noun#2#RM
bone_china	cInI_barwana#cInI_barwana#noun#2#RM
bone_marrow	majjA#majjA#noun#2#RM
bone_of_contention	JagadZe_kA_kAraNa#JagadZe_kA_kAraNa#noun#1#RM
bongo_drum	wabalA_drama#wabalA_drama#noun#2#RM
bonus_issue	bonasa_nirgama#bonasa_nirgama#noun#2#RM
bonus_money	bonasa_rakama#bonasa_rakama#noun#2#RM
bonus_share	bonasa_Seyara#bonasa_Seyara#noun#2#RM
bonus_share_issue	bonasa_Seyara_nirgama#bonasa_Seyara_nirgama#noun#3#RM
bonus_shares	bonasa_Seyara#bonasa_Seyara#noun#2#RM
bonus_system	bonasa_paxXawi_iraprAlI#bonasa_paxXawi_iraprAlI#noun#2#RM
booby_trap	cora_PaMxA#cora_PaMxA#noun#2#RM
book_adjustment	KAwA_samAyojana#KAwA_samAyojana#noun#2#RM
book_asset	bahI_Aswi#bahI_Aswi#noun#2#RM
book_bag	puswakoM_kA_WElA#puswakoM_kA_WElA#noun#2#RM
book_balance	KAwA_SeRa_aahI_SeRa#KAwA_SeRa_aahI_SeRa#noun#2#RM
book_binder	jilxasAjZa#jilxasAjZa#noun#2#RM
book_binding	jilxasAjZI#jilxasAjZI#noun#2#RM
