ecclesiastic commissioner	carca_kamiSnara
for a very great while	bahuwa_samaya_waka
for a while	kuCa_samaya_waka
for action	kArravAWa_ke_lie
for advice	parAmarSa_ke_lie
for and against	pakRa_Ora_vipakRa_meM
for and on behalf of	ke_lie_Ora_kI_ora_se
for appraisal by audit board	leKAparIkRA_borda_xvArA_mUlyAMkana_ke_li
for approval	anumoxanArWa
for arrival at mutually acceptable solution	paraspara_svIkArya_samAXAna_waka_pahuMcane_ke_li
for charitable purpose	puNyArWa
for comments	tippaNI_ke_lie
for consideration	vicArArWa
for disposal	nipatAna_ke_lie
for ever	hameSA_ke_liye
for example	uxAharaNa_ke_liye
for expression of opinion	mawa_prakata_karane_ke_lie
for favour of doing the needful	AvaSyaka_kArravAI_karane_kI_kqpA_kareM
for favour of necessary action	AvaSyaka_kArravAI_ke_lie
for favour of orders	AxeSArWa
for favourable action	anukUla_kArravAI_ke_lie
for free	muPawa_meM
for further action	Age_kI_kArravAI_ke_lie
for good measure	pakkA_karane_ke_liye
for good	saxA_ke_liye
for goodness sake	BagavAna_ke_liye
for information	sUcanArWa
for instance	uxAharaNArWa
for nothing	muPwa_meM
for onward transmission	Age_Bejane_ke_lie
for perusal and return	xeKakara_lOtAne_ke_lie
for perusal	avalokanArWa
for precedent	pUrva_uxAharaNa_ke_lie
for record	rikArda_ke_lie
for remarks	aByuikwa_ke_lie
for short	saMkRepa_meM
for signature	haswAkRarArWa
for some reason	kisI_kAraNa_se
for such action as may be necessary	yaWA_AvaSyaka_kArravAI_ke_lie
for suggestion	suJAva_xene_ke_lie
for sure	pakke_wOra_para
for sympathetic consideration	sahAnuBUwipUrNa_vicAra_ke_lie

for the asking	pUCane_kI_xera_hE
for the benefit of	ke_lABa_hewu
for the first time	pahalI_bAra
for the love of	ke_sammAnArWa
for the moment	PilahAla
for the persent	aBI
for the sake of	ke_lie
for the time being	PIlahAla
for then	kyoMki_waba
for value received	mUlya_evaja
for want of	ke_aBAva_meM
for your information	sUcanArWa
forbidden by law	viXi_xvArA_niRixXa
force constant	bala_acara
force feed	balapUrvaka_KilAnA
force land	vAyuyAna_ko_jabaraxaswI_uwAranA
force majeure	na_karane_kA_bahAnA
force of gravity	guruwvAkarRaNa_bala
force out	picakArI_se_dAlanA
forced labour	begAra
forced landing	vivaSa_yA_majabUrana_avawaraNa
forced leave	balAwCuttI
forced march	senA_kI_tukadZI_ko_jabarana_calavAnA
forced page break	asamAnya_pqRTa_viKaMdana
forced perfect termination	asamAnya_pUrNa_samApana
forcing out	bAhara_PeMkane_kI_prakriyA
fore knowldge	pUrvajFAna
fore shore	watAgra
fore skin	UparI_camadZI
foregone conclusion	pUrvaciMwiwa_pariprAma
foreground display image	agraBUmi_praxarSa_prawibiMba
foreground job	agraBUmi_kArya
foreground processing	agraBUmi_prakramaNa
foreground task	agraBUmiM_kArya
forehand drive	PorahEMda_drAiva
foreign affairs	vixeSI_mAmale
foreign agent	vixeSa_prawiniXi
foreign aid programme	vixeSI_sahAyawA_kAryakrama
foreign allowance	vixeSa_BawwA
foreign bank notes	vixeSI_bEMka_nota
foreign bank	vixeSI_bEMka
foreign bill	vixeSI_bila_ainimaya_pawra
foreign bills discounted	BunAye_gae_vixeSI_bila
foreign bills purchased	KarIxe_gaye_vixeSI_bila
foreign branch	vixeSa_sWiwa_SAKA
foreign business department	vixeSI_kArobAra_ayavasAya_viBAga
foreign capital	vixeSI_pUzjI
foreign claims section	vixeSa_xAvA_anuBAga
foreign collaboration	vixeSI_sahayoga
foreign controlled companies	vixeSa_niyaMwriwa_kaMpaniyAM_MarmeM
foreign controlled firms	vixeSa_niyaMwriwa_kaMpaniyAM_MarmeM
foreign controlled rupee companies	vixeSa_niyaMwriwa_rupayA_kaMpaniyAM
foreign currency loan	vixeSI_muxrA_qNa
foreign currency non resident account	anivAsI_KAwA
foreign currency notes	vixeSI_muxrA_nota
foreign currency	vixeSI_muxrA
foreign department	vixeSa_viBAga
foreign deputation	vixeSa-prawiniyukwi
foreign direct investment	vixeSI_prawyakRa_niveSa
foreign disinvestment	vixeSI_viniveSa
foreign draft	vixeSI_drAPZta
foreign employer	iwara
foreign exchange assets	vixeSI_muxrA_parisaMpwwiyAM_MswiyAM
foreign exchange business	vixeSI_muxrA_vyavasAya_ayApAra
foreign exchange dealer's association of india	BArawIya_vixeSI_muxrA_vyApArI_saMxa
foreign exchange holdings	vixeSI_muxrA_rASi
foreign exchange liabilities	vixeSI_muxrA_xeyawAeM
foreign exchange loans	vixeSI_muxrA_qNa
foreign exchange regulation act	vixeSI_muxrA_vinimaya_aXiniyama
foreign exchange regulation appellate board	vixeSI_muxrA_vinimayana_apIlI_borda
foreign exchange regulations	vixeSI_muxrA_viniyamAvalI
foreign exchange reserves	vixeSI_muxrA_kI_prArakRiwa_niXiyAM
foreign exchange risk	vixeSI_muxrA_joKima
foreign exchange shortage	vixeSI_muxrA_kA_aBAva
foreign exchange transactions	vixeSI_muxrA_ke_lenaxena
foreign exchange	vixeSI_muxrA
foreign going vessal	vixeSagAmI_jalayAna
foreign income	vixeSajanya_Aya
foreign incorporated bank	vixeSa_nigamiwa_bEMka
foreign instrument	vixeSI_liKawa
foreign investment	vixeSI_niveSa
foreign key	bAhya_kuMjI
foreign legislation	vixeSI_viXAna
foreign origin	vixeSI_uxgama
foreign parties	vixeSI_pArtiyAM
foreign railway	bAhya_relave
foreign remittance	aMwarrAjyIya_preRapra
foreign secretary	vixeSa_saciva
foreign securities	vixeSI_prawiBUwiyAM
foreign service ex india	BArawa_se_bAhara_viBAgewara_sevA
foreign service section	bAhZaya_viBAga_sevA_anuBAga
foreign service	vixeSa-sevA
foreign tariff schedule	vixeSI_praSulka_aEriPa_anusUcI
foreign tourist organisation	vixeSI_paryataka_saMgaTana
foreign trade multiplier	vixeSa_vyApAra_gupraka
foreign trade policy	vixeSa_vyApAra_nIwi
foreign trade register	vixeSa_vyApAra_rajistara_aaMjI
foreign trade zone	vixeSa_vyApAra_kRewra
foreign trade	vixeSa_vyApAra
foreign transactions advisory committee	vixeSI_lenaxena_salAhakAra_samiwi
foreign travel scheme	vixeSa_yAwrA_yojanA
forensic medicine department	nyAya_AyurvijFAna_viBAga
forensic science laboratory	nyAyalayika_vijFAna_prayogaSAlA
forest clerk	vana_lipika
forest engineer	vana_iMjIniyara
forest guard's school	vanarakRaka_vixyAlaya
forest guard	vana_rakRaka
forest lodge	vana_viSrAmagqha
forest miscellaneous section	vana_viviXa_anuBAga
forest officer	vana_aXikArI
forest product department	vana_upaja_viBAga
forest ranger	vana_reMjara
forest section	vana_anuBAga
forest settlement officer	vana_baMxobaswa_aXikArI
forest statistician	vana_sAMKyika
forest surveyor	vana_sarvekRaka
forest utilization officer	vana_upayoga_aXikArI
forest village school master	vana_grAmaSAlA_aXyApaka
forfeited share	jabwa_Seyara
forfeited shares	jabwa_Seyara
forged note expert	jAlI_nota_viSeRajFa
forged refund orders	jAlI_vApasI_AxeSa
forlorn hope	nirASAjanaka_uxyama
form and content	rUpa_Ora_aMwarvaswu
form division	rUpa_kA_BAga
form feed character	pqRta_BaraNa_saMprawIka
form feed	pqRta_BaraNa
form footer	pqRTa_paxAMwa
form keeper	PZArmavAlA
form of accounts	leKAoM_kA_PArma
form of assignment	samanuxeSana_prapawra_aArma
form of contract	Teke_eaMvixA_kA_PArma
form of initial accounts	prAri_iBaka_leKAoM_ke_PArma
form of transfer	aMwaraNa_prapawra
form overlay	pqRta_aXyAropaNa
form supervisor	PZArma_paryavekRaka
form supplier	PZArmaxAwA
formal approval	OpacArika_anumoxana
formal education	OpacArika_SikRA
formal language	OpacArika_BARA
formal logic	OpacArika_warka
formal notice	OpacArika_sUcanA
formal notification	OpacArika_aXisUcanA
formal observation	OpacArika_prekRaNa_aippaprI
formal sanction	OpacArikawA_maMjUrI
formal system	OpacArika_viXi
format description statement	saMrUpa_vivaraNa_kaWana
format line	saMrUpa_reKA
format list	saMrUpa_sUcI
format selection	saMrUpa_cayana
formation expenses	nigamana
formative cell	nirmAyI_koSA
formative stage	prAraMiBaka_swara
formatted display	saMrUpiwa_praxarSa
formatted record	saMrUpiwa_aBileKa
formatted syetems services	saMrUpiwa_waMwra_sevA
forme proof inkman	ParmA_prUPa_syAhIvAlA
forme proof pressman	ParmA_prUPa_presamEna
forms capable browser	pqRTa_sakRama_brAujara_kramavarwaka
forms carrier	PZArma_vAhaka
forms issuer	PZArma_nirgAmaka
forms of capital	pUMjI_ke_rUpa
formula bar	sUwra
formula manipulation	sUwra_prakalana
formulation of viable scheme	arWakRama_yojanAoM_kA_nirmANa
fortnightly report	pAkRika_riporta
fortran programming	PoratrAna_kramAxeSana
fortuitous circumst	aprawyASiwa_xatanA
fortune teller	BaviRya_vakwA
fortunately for	BAgya_se
forty eight	adZawAlIsa
forty five	pEMwAlIsa
forty four	cavAlIsa
forty nine	unacAsa
forty one	ikawAlIsa
forty seven	sEMwAlIsa
forty six	CayAlIsa
forty three	wEMwAlIsa
forty two	bayAlIsa
forward air controller	agravarwIr_havAWa_niyaMwraka
forward and backward linkages	agale_Ora_piCale_wArawamya
forward bias	agra_aBinawi
forward chaining	agra_SrqMKalana
forward channel	agaWaura_praNAla
forward contract	vAyaxA_TekA_AaMvixA
forward contracts	vAyaxA_AgAU_saMvixA_AekA
forward cover	vAyaxA_rakRA
forward difference method	agrAMwara_viXi
forward engineering	agra_iMjIniyarI
forward exchange contracts	vAyaxA_vixeSI_muxrA_Ainimaya_saMvixAe_eeke
forward exchange cover scheme	vAyaxA_vinimaya_rakRA_yojanA
forward exchange cover	vAyaxA_vixeSI_muxrA_Ainimaya_saMrakRaNa_aakRA
forward exchange tansaction	vAyaxA_vinimaya_sOxe_eenaxena
forward facilities	vAyaxA_FavyApArata_suviXAeM
forward inclusion	agra_samAveSa
forward looking	AXunika_vicAroM_kA
forward motion	Age_baDZane_kI_kriyA
forward purchase contract	vAyaxA_KarIxa_araya_saMvixAeM_Meke
forward purchase of dollars sterling	dAlara_atarligaM_kI_vAyaxA_KarIxa
forward sale contracts	vAyaxA_vikraya_aikrI_saMvixAeM_Meke
forward sales	vAyaxA_bikrI
forward scan	agra_kramavIkRaNa
forward slash	agra_slESa
forwarded and recommended	agreRiwa_Ora_saMswuwa
forwarding charges	agreRaNa_praBAra
fossil copal	PZAsila_kopala
fossil fuel	jIvAvaSeRa_se_banA_wela_koyalA_Axi
foster brother	Xarma_BAI
foster child	pAliwa_baccA
foster children	pAliwa_bacce
foul play	niyama_viruxXa_Kela
fouling mark	jAma_pattI
foundary accounts	DalAWa_xara_leKe
foundation seeds manager	mUlabIja_prabaMXaka
foundation stone	AXAra_SilA
founder member	saMsWApaka_saxasya
founding father	janmaxAwA
foundry expert	DalAWa_viSeRajFa
four bit byte	cAra_bita_bAIta
four hundred	cArasO
four poster	cAra_ballamavAlA_palaMga
four pronged strategy	cOmuKI_yojanA
four times	cAra_bAra
four way interleaving	cawuRpaWI_aMwaH_pawraNa
four way set associative cache	cawuRpaWI_sEta_sAhacarya_kESe
four wheel drive	cOpahiyA_savArI
four wire ciruit	cAra_wAra_paripaWa
fourier analysis	POYriyara_viSleRaNa
fourier transform	POYriyara_aMwaraka
fourth crusade	cawurWa-XarmayuxXa
fourth dimension	cawurWa_vimA
fourth generation computers	cawurWa_pIDZI_kaMpyUtara

fourth generation language	cawurWa_pIDI_BARA
fourty eight	adZawAlIsa
fourty five	pEMwAlIsa
fourty four	cavAlIsa
fourty nine	unacAsa
fourty one	ikawAlIsa
fourty seven	sEMwAlIsa
fourty six	CayAlIsa
fourty three	wEMwAlIsa
fourty two	bayAlIsa
fowl cholera	pakRI_hEjA
fractional distillation	BinnAwmaka_aBisrAvana
fragmentary data	KaMdAwmaka_AMkadZe
fragrant bedstraw	sugaMXiwa_gEliyama_pOXA
frame buffer	Prema_baPZara
frame check sequence field	Prema_jAMca_anukrama_kRewra
frame check sequence	Prema_jAMca_anukrama
frame forwarding	Prema_agresAraNa
frame grabber	Prema_grAhI
frame grabbling	Prema_grAhI
frame relay	Prema_rile
frame structure	Prema_saMracanA
frame up	JUTe_Aropa
frame work	DZAzcA
framing bits	Premana_bita
framing protocol	Premana_protokEYAla
franchised store	mawAXikArI_BaprdAra
frankfurter bun	PZrEMkaParta_pAva
franking machine operator	uEMkiMga_maSIna_pracAlaka
fraud clerk	kapata_kArya_lipika
fraud in fact	Cala-kapata
fraud in the factum	anubanXa_ke_yaWociwa_niRpAxana_meM_Cala_kapata
fraud in the inducement	gumarAha_karane_ke_liye_Cala_kapata
fraudulent claim	kapatapUrNa_aalapUrNa_xAvA
fraudulent refund vouchers	jAlI_prawixAya_vAucara
fraudulent scheme	gZErakZAnUnI_XaMXA
fraudulent settlement	kapatapUrNa_aalapUrNa_samaJOwA
free agent	svawaMwra_kArya_karane_vAlA
free association	mukwa_sahayoga
free burning	muPZwa_meM_jalAnA
free capital	KulI_pUMjI
free church	sWApiwa_carca_ke_niyama_na_mAnanevAlA_carca
free coinage	KulI_sikkA_DalAWa
free consent	svawaMwra_avecCA_sahamawi
free convertibility	nirbAXa_parivarwanIyawA
free currency market	mukwa_muxrA_bAjAra
free economy	mukwa_arWavyavasWA
free enterprise	mukwa_uxyama
free fall	nIce_giranA
free floating	cAlU_honA
free for all	warka
free foreign exchane resources	mukwa_vixeSI_muxrA_sAXana
free form text chart	mukwa_saMrUpa_pATa_sAraNI
free form	mujFagwalq_saMrUpa
free hold land	pUrNa_svAmiwva_BUmi
free hold lease accounts	mAPI_pattA_leKA_AUrNa_svAmiwva_pattAleKA
free hold	niRkara_sampawwi
free holder	unmukwa_BUmyAXikArI
free house	eka_paba
free kick	prawixvanxvI_tIma_se_sajA_ke_wOra_para_milA_xaMda
free lance	svawaMwra
free limit	mukwa_sImA
free list	mukwa_sUcI
free loader	muPwaKora
free love	binA_vivAha_ke_sambaMXa_raKanA
free market area	nirbAXa_aulA_bAjAra_kRewra
free market	mukwa_bAjAra{eka_ArWika_vyavasWA_jisameM_mAzga_va_pUrwi_ke_anusAra_kImaweM_GatawI
free mason	anwarrARtIya_gopanIya_saMsWA_kA_saxasya
free masonry	anwarrARtIya_gopanIya_saMsWA_kI_kArya_praNAlI_Ora_aXikAra
free net	mukwa_neta
free of tax dividend	karamukwa_lABAMSa
free of transit	pAragamana_svAwaMeVya
free range	svacCaMxa
free reserve	nirvAXa_ArakRiwa_niXi
free reserves	nirbaMXa_prArakRiwa_niXiyAM
free resources	mukwa_saMsAXana
free sale sugar	mukwa_aulI_bikrI_kI_cInI
free software foundation	mukwa_sOYPtaveyara_AXAra
free standing	na_judZI_huI
free storage block	mukwa_BaMdAraNa_KaMda
free storage	rijFagwalq_BaMdAraNa
free style	wErAkI_kI_koI_BI_viXi_apanAnA
free subprogram	mukwa_upa_progrAma
free thinker	svawaMwra_vicAraka
free thinking	svawaMwra_vicAroM_vAlA_leKaka_yA_kalAkAra
free trade area	mukwa_vyApAra_kRewra
free trade	abAXa
free verse	awukAnwa
free wheel	mukwa_rUPa_se_calAnA
free will	svecCA
freedom fighter	svawaMwrawA_senAnI
freedom of expressing	aiBavyikwa_kI_svawaMwrawA
freedom of trade	vyApAra_svAwaMeVya
freight brokerage	BAdZA_xalAlI
freight car	mAla_dibbA
freight certificate	BAdZA_pramANapawra
freight charges	mAla_BAdZA
freight elevator	mAla_ko_Upara_uTAne_vAlI_maSIna
freight paid	BAdZA_xiyA
freight rate	BAdZA_xara
freight rebate	BAdZA_CUta
freight receipt	BAdZA_rasIxa
freight to pay	BAdZA_xenA_hE
french interpreter	uAMsIsI_BARAMwarakAra
french leave	gAyaba_ho_jAnA
french unit	uAMsIsI_ekaka
frequency band	Avqwi_bEMda
frequency distribution	Avqwwi_viwaraNa
frequency division multiplexing	Avqwi_visWApana_kuMjImana
frequency division	Avqwi_visWApana
frequency of occurrence	GatanA_Avqwi
frequency pair	Avqwi_yugma
frequent absence	bAraMbAra_anupi_iFiAwa
fresh bean	wAjZI_PalI
fresh breeze	wAjZI_havA
fresh vacancy	naWa_riikwa

fresh water	mITA_pAnI
freshman class	navAgaMwuka_kakRA
freshwater bream	wAjZe_pAnI_meM_rahane_vAlI_maCalI
freshwater clam	wAjZe_jala_kA_sIpI
freshwater cordgrass	jala_kA_rassI_GAsa
freshwater eel	mITe_jala_kI_Ila_maCalI
freudian slip	nija_BAvoM_kI_akasmAw_tIkA
fricative consonant	saMGarRI_vyaMjana
fried egg	walA_huA_aMdA
friendly looking	milanasAra_xiKanevAlA
friendly match	mEwrI_mEca
friendly society	sahAyawA_karane_vAlA_saMGa
friendly takeover	prabanXaka_samiwi_kI_sahamawI_se_kampanI_para_aXikAra__pAne_kI_ceRtA
frigate bird	PZrigeta_pakRI
fringe bush	prAMwIya_JAdZI
frock coat	dabala_brEsta_kA_kota
from a to z	Suru_se_anwa_waka
from bottom of heart	aMwarAwmA_se
from far and wide	xUre_xUra_se
from first to last	Suru_se_aMwa_waka
from head to toe	Upara_se_nIce_waka
from pillar to post	jZamIna_AsamAna_eka_karanA
from place to place	jagaha-jagaha
from pre page	piCale_pqRTa_se
from scratch	SuruAwa_se
from side to side	xAyez_bAyez
from start to finish	Suru_se_anwa_waka
from the heart	xila_se
from the very first	pahale_se
from then	waba_se
from time to time	samaya_samaya_para
from top to bottom	Upara_se_nIce_waka
from way back	bahuwa_pahale_se
fromage frais	panIra
front door	muKaxvAra
front end computer	agrAMwa_aBikaliwra
front end machine	aMgrAwa_maSIna
front end processor	agrAMwa_saMsAXiwra
front end	agrAMwa
front entrance	praveSa_xvAra
front line employee	sarahaxI_karmacArI
front line	agraNI
front man	kisI_saMGa_kA_newA
front panel	agra_pattikA
front runner	sabase_Age_xOdane_vAlA
frontal area	sAmane_kA_kRewra
frontal bone	mAWe_kI_haddI
frozen assets	avaruxXa_parisaMpwwiyAM_MswiyAM
frsh receipt	naWa_AvawI
fruit bat	Pala_jawUka
fruit cake	Pala_se_banA_keka
fruit cocktail	Pala_kA_miSraNa
fruit development officer	Pala_vikAsa_aXikArI
fruit drink	PaloM_kA_rasa
fruit fly	Pala_makRikA
fruit machine	juA_Kelane_kI_maSIna
fruit preservation officer	Pala_parirakRaNa_aXikArI
fruit salad	PaloM_kA_miSraNa
frustrated contracts	asaPala_saMvixAeM_Meke
fry up	sUara_ke_goSwa_waWA_aMde_kA_walA_huA_Bojana
frying pan	PrAiMga_pEna
fuddy duddy	xakiyAnUsI
fuel allowance	WaMXana_BawwA
fuel cell	IMXana_koSA
fuel checker	iOXana_cekara
fuel distributor	iOXana_viwaraka
fuel inspector	iOXana_nirIkRaka
fuel keeper	iOXana_rakRaka
fuel shortage	IMXana_kI_kamI
fuel supervisor	IMXana_paryavekRaka
fuel verification inspector	IMXana_sawyApana_nirIkRaka
fuel watcher	IMXana_raKavAla
fuelling officer	iOXana_aXikArI
ful export value	pUrNa_niryAwa_mUlya
full adder	pUrNa_yojaka
full admiral	nOsenAXyakRa
full allotment	pUrNa_AvaMtana
full and final paym	pUrA_Ora_aMwima_BugawAna
full beard	pUrI_xADZI
full bench	pUrNa_FanyAyata_pITa
full blood	sagA
full cost pricing	kula_lAgawa_para_kImawa_aUlya_nirXAraNa
full coverage	pUrNa_bImA_saMrakRaNa
full discharge	pUrNa_xAyiwva_muikwa
full dress	pUrI_poSAka
full duplex communication	pUrNa_xvEXa_saMcAra
full duplex line	pUrNa_xvEXa_lAIna
full duplex mode	pUrNa_xvEXa_vixyA
full duplex transmission	pUrNa_xvEXa_prasAra
full duplex	pUrNa_xvEXa
full finance	saMpUrNa_vwwi
full functional dependency	pUrNaprakAryAwmaka_ASriwA
full length rail	pUrI_patarI
full moon	pUrNimA
full name	pUrNa_Ociwya
full of them	unase_BarA_huA
full page display	pUrNa_pqRTa_praxarSana
full payment	pUrA_BugawAna
full screen editing	pUrNa_prapatta_saMpAxana
full screen editor	pUrNa_prapatta_saMpAxaka
full stop	pUrNa_virAma
full subtracter	pUrNa_vyavakalaka
full throated	ucca_kaNTasvara
full time job	pUrNakAlika_kAma
full time	pUrNakAlika
fully agree with the office note	kAryAlaya_kI_tippaprI_se_mEM_pUrNawayA_sahamawa_hUz
fully negotiable credit instrument	pUrNa_parakrAmya_sAKa_pawra

fully paid shares	pUrNa_praxawwa_Seyara
fully paid up	pUrNawaH_BugaWAna_kara_xiyA_hE
fumigation fees	XUmana_Sulka_aUmIkaraNa_Sulka
fumigation operator	XUmana_pracAlaka
function based information system	prakArya_AXArIBUwa_sUcanA_waMwra
function call	samAroha_kAla
function composition	prakArya_saMGatana
function defect	prakArya_xoRa
function design	paWaurakArya_aBikalpanA
function generator	Palana_janaka
function key	prakArya_kuMjI
function name	Palana_nAma
function point	Palana_biMxU
function reference	Palana_saMxarBa
function subprogram	Palana_upakramAxeSa
function table	Palana_sAraNI
functional address	kAryamUlaka_pawA
functional authority	kArya_prAXikArI
functional autonomy	kArya_svayawwwA
functional buildings	kAryAlayIna_imAraweM_Mavana
functional calculus	kAryakArI_gaNiwa
functional coverage	kArya_vyApwi
functional declaration statement	prakArya_GoRaNA_kaWana
functional dependencies	prakAryAwmaka_ASriwA
functional dependency	prakAryAwmaka_nirBarawA
functional specialization	kAryamUlaka_viSiRtIkaraNa
functional specification	prakAryAwmaka_viSiRaWautA
functional testing	prakrayAwmakawA_parikRaNa
functional validity	prakaryAwmakawA_vEXawA
functionally adjacent systems	prakaryAwmakawA_samIsWa_waMwra
functioned dependencies	prakaryA_nirBarawA
fund classification	niXi_vargIkaraNa
fund holding	niXi_XAraNa
fund manager	niXi_prabaMXaka
fund section	niXi_anuBAga
fund small savings	alpa_bacawa_niXi
fundamental identity	mOlika_pahacAna
fundamental leave rules	mUla_CuttI_niyamAvalI
fundamental princip	mUlaBUwa_sixXAMwa
fundamental research	mUlaBUwa_anusaMXAna
fundamental rules	mUla_niyamAvalI
funded debt	niXika_qNa
funded debts	niXika_qNa
funded income	niXika_Aya
funding loan	niXIyana_aiXIkaraNa_qNa_aarjZa
funding system	niXIyana_aiXIkaraNa_praprAlI
funds not available	niXi_upalabXa_nahIM_hE
funeral ceremony	aMwyeRti_saMskAra
funeral chapel	aMwima_saMskAra_kA_girijAGara
funeral church	SavayAwrA_saMbanXI_girajAGara
funeral director	aMwyeRti_kriyA_viRayaka_purohiwa
funny bone	kohanI_kI_nasa
fur coat	loma_kA_kota
furnace oil	BattI_wela
furnishing of guarantees	gAraMtiyAM_praswuwa_karanA
furniture company	ParnIcara_kampanI
furniture fixtures accounts	ParnIcara_waWA_judZanAra_leKA
furniture sales	ParnIcara_kI_bikrI
furniture salesman	ParnIcara_vikrewA
further action	Age_kI_kArravAWa
further ahead	Ora_Age
further back	Ora_pICe
further orders will follow	Age_Ora_AxeSa_Beje_jAezge
