#_@Structure_@of_@the_@file:		
#@wrd	@paxasuwra	@source
# @Girl @standing @in @front @of @me ..		
##_@I_@was_@fond_@of_@her_@music.		
#@GOD	paramAwmA	@PADA
#@These_@are_@the_@people_@who_@most_@need_@our_@help.		
#@aBiyAna_->_@aBiyAna_@calAnA		
#@anybody	kisI~BI^koI~BI	@PADA
#@anything's	koI~BI{cIjZa~yA~kAma}	@SABDA
#@anything	koI~BI{cIjZa~yA~kAma}	@SABDA
#@drift's	bahanA{@vib:kA}	@SABDA
#@drift	bahanA{0}	@SABDA
#@drifted	bahanA~{@ed/@en}	@SABDA
#@drifting	bahanA~{@ing}	@SABDA
#@drifts'	bahanA{@s}{@vib:kA}	@SABDA
#@drifts	bahanA~{@s}	@SABDA
#@fond	pasanxa~honA2[-]	@SABDA
#@most	aXikawama	@PADA
#@nervous	vyagra^snAyavika[-]	@SABDA
#@nobody	koI~nahIM{0}	@SABDA
#@none	koI~nahIM	@SABDA
#@nothing	kuCa~BI~nahIM^SUnya{0}	@SABDA
#@retain	sWira~raKanA{0}	@SABDA
#@retained	sWira~raKanA~{@ed/@en}	@SABDA
#@retaining	sWira~raKanA~{@ing}	@SABDA
#@retains	sWira~raKanA~{@s}	@SABDA
#@some	kuCa^koI	@SABDA
#@standing	sWAI/prawiRTA[-]~{@ing}	@SABDA
#@urge's	preraNA[>preriwa~karanA]{@vib:kA}	@SABDA
#@urge	preraNA[>preriwa~karanA]{0}	@SABDA
#@urged	preraNA[>preriwa~karanA]~{@ed/@en}	@SABDA
#@urges'	preraNA[>preriwa~karanA]{@s}{@vib:kA}	@SABDA
#@urges	preraNA[>preriwa~karanA]~{@s}	@SABDA
#@urging	preraNA[>preriwa~karanA]~{@ing}	@SABDA
#@walking	pExala~calanA[-]~{@ing}	@SABDA
#@writing	liKAI	@PADA
brides	xulhana{@s}	@SABDA
bridge's	pula`{@vib:kA}	@SABDA
bridge	pula`{0}	@SABDA
bridged	pula`~{@ed/@en}	@SABDA
bridges'	pula`{@s}{@vib:kA}	@SABDA
bridges	pula`~{@s}	@SABDA
bridging	pula`~{@ing}	@SABDA
brief's	saMkRepa`[>CotA~*]{@vib:kA}	@SABDA
brief	saMkRepa`[>CotA~*][-]{0}	@SABDA
briefed	saMkRepa`[>CotA~*]~{@ed/@en}	@SABDA
briefer	saMkRepa`[>CotA~*]~{wara}	@SABDA
briefest	saMkRepa`[>CotA~*]~{wama}	@SABDA
briefing	saMkRepa`[>CotA~*]~{@ing}	@SABDA
briefly	saMkRepa~meM	@SABDA
briefs'	saMkRepa`[>CotA~*]{@s}{@vib:kA}	@SABDA
briefs	saMkRepa`[>CotA~*]~{@s}	@SABDA
brielfy	saMkRepa~meM	@REF
bright's	camakIlA[>wejZa]{@vib:kA}	@SABDA
bright	camakIlA[>wejZa]{0}	@SABDA
brighter	camakIlA[>wejZa]~{wara}	@SABDA
brightest	camakIlA[>wejZa]~{wama}	@SABDA
brightness's	camaka{@vib:kA}	@SABDA
brightness	camaka{0}	@SABDA
brightnesses'	camaka{@s}{@vib:kA}	@SABDA
brightnesses	camaka{@s}	@SABDA
brights'	camakIlA[>wejZa]{@s}{@vib:kA}	@SABDA
brights	camakIlA[>wejZa]{@s}	@SABDA
brilliant	wejomaya[-]	@SABDA
bring	lAnA[le~jAnA]{0}	@SABDA
bringing	lAnA[le~jAnA]~{@ing}	@SABDA
brings	lAnA[le~jAnA]~{@s}	@SABDA
britisher	angreja	@FROMNET
broad's	cOdZA[>PElA~huA]{@vib:kA}	@SABDA
broad	cOdZA[>PElA~huA]{0}	@SABDA
broadcast's	prasAraNa~karanA{@vib:kA}	@SABDA
broadcast	prasAraNa~karanA{0}	@SABDA
broadcasted	prasAraNa~karanA~{@ed/@en}	@SABDA
broadcasting	prasAraNa~karanA~{@ing}	@SABDA
broadcasts'	prasAraNa~karanA{@s}{@vib:kA}	@SABDA
broadcasts	prasAraNa~karanA~{@s}	@SABDA
broader	cOdZA[>PElA~huA]~{wara}	@SABDA
broadest	cOdZA[>PElA~huA]~{wama}	@SABDA
broads'	cOdZA[>PElA~huA]{@s}{@vib:kA}	@SABDA
broads	cOdZA[>PElA~huA]{@s}	@SABDA
brochure	vivaraNikA	@THAKURDASSJI
broke	kadZakA/wodZa1`{@ed}	@REF
broken	tUta^PUta[-]~{@en}	@SABDA
bronchial	SvAsanalI~saMbanXI[-]	@SABDA
brood's	bacce^aMde~senA[>ciMwA~karanA]{@vib:kA}	@SABDA
brood	bacce^aMde~senA[>ciMwA~karanA]{0}	@SABDA
brooded	bacce^aMde~senA[>ciMwA~karanA]~{@ed/@en}	@SABDA
brooding	bacce^aMde~senA[>ciMwA~karanA]~{@ing}	@SABDA
broods'	bacce^aMde~senA[>ciMwA~karanA]{@s}{@vib:kA}	@SABDA
broods	bacce^aMde~senA[>ciMwA~karanA]~{@s}	@SABDA
brook's	naxI/baraxASwa~karanA{@vib:kA}	@SABDA
brook	naxI/baraxASwa~karanA{0}	@SABDA
brooked	naxI/baraxASwa~karanA~{@ed/@en}	@SABDA
brooking	naxI/baraxASwa~karanA~{@ing}	@SABDA
brooks'	naxI/baraxASwa~karanA{@s}{@vib:kA}	@SABDA
brooks	naxI/baraxASwa~karanA~{@s}	@SABDA
brother's	BAI{@vib:kA}	@SABDA
brother	BAI{0}	@SABDA
brothers'	BAI{@s}{@vib:kA}	@SABDA
brothers	BAI{@s}	@SABDA
brougham	baMxa~GodA~gAdZI	@REF
brought	lAnA[le~jAnA]~{@ed/@en}	@SABDA
brown's	BUrA{@vib:kA}	@SABDA
brown	BUrA[-]{0}	@SABDA
browned	BUrA~{@ed/@en}	@SABDA
browner	BUrA~{wara}	@SABDA
browness	BUrApana	@FROMNET
brownest	BUrA~{wama}	@SABDA
browning	BUrA~{@ing}	@SABDA
browns'	BUrA{@s}{@vib:kA}	@SABDA
browns	BUrA~{@s}	@SABDA
browser	vicaraka	@Internet
brush's	buruSa^CUnA{halke~se}^JAdZanA{@vib:kA}	@SABDA
brush	buruSa^CUnA{halke~se}^JAdZanA{0}	@SABDA
brushed	buruSa^CUnA{halke~se}^JAdZanA~{@ed/@en}	@SABDA
brushes	buruSa^CUnA{halke~se}^JAdZanA~{@s}	@SABDA
brushing	buruSa^CUnA{halke~se}^JAdZanA~{@ing}	@SABDA
brushoff's	buruSa^CUnA{halke~se}^JAdZanA{@s}{@vib:kA}	@SABDA
brushoff	buruSa^CUnA{halke~se}^JAdZanA{@s}	@SABDA
bubble's	bulabulA{@vib:kA}	@SABDA
bubble	bulabulA{0}	@SABDA
bubbled	bulabulA~{@ed/@en}	@SABDA
bubbles'	bulabulA{@s}{@vib:kA}	@SABDA
bubbles	bulabulA~{@s}	@SABDA
bubbling	bulabulA~{@ing}	@SABDA
buck's	hiraNa/CalAzga~lagAnA{@vib:kA}	@SABDA
buck	hiraNa/CalAzga~lagAnA{0}	@SABDA
bucked	hiraNa/CalAzga~lagAnA~{@ed/@en}	@SABDA
bucket's	bAltI{@vib:kA}	@SABDA
bucket	bAltI{0}	@SABDA
bucketed	bAltI~{@ed/@en}	@SABDA
bucketful	bAltI~Bara{0}	@PADA
bucketfuls	bAltIyAz~Bara~Bara	@PADA
bucketing	bAltI~{@ing}	@SABDA
buckets'	bAltI{@s}{@vib:kA}	@SABDA
buckets	bAltI~{@s}	@SABDA
bucking	hiraNa/CalAzga~lagAnA~{@ing}	@SABDA
bucks'	hiraNa/CalAzga~lagAnA{@s}{@vib:kA}	@SABDA
bucks	hiraNa/CalAzga~lagAnA~{@s}	@SABDA
buddy	xoswa	@REF
budget's	bajata{@vib:kA}	@SABDA
budget	bajata{0}	@SABDA
budgeted	bajata~{@ed/@en}	@SABDA
budgeting	bajata~{@ing}	@SABDA
budgets'	bajata{@s}{@vib:kA}	@SABDA
budgets	bajata~{@s}	@SABDA
buff's	mulAyama~pIlA~camadA{@vib:kA}	@SABDA
buff	mulAyama~pIlA~camadA[-]{0}	@SABDA
buffalo's	BEMsA{@vib:kA}	@SABDA
buffalo	BEMsA{0}	@SABDA
buffaloed	BEMsA~{@ed/@en}	@SABDA
buffaloes's	BEMsA{@s}{@vib:kA}	@SABDA
buffaloes	BEMsA{@s}	@SABDA
buffaloing	BEMsA~{@ing}	@SABDA
buffalos	BEMsA~{@s}	@SABDA
buffed	mulAyama~pIlA~camadA~{@ed/@en}	@SABDA
buffer's	surakRA[sWAna]^xAbadZA{@vib:kA}	@SABDA
buffer	surakRA[sWAna]^xAbadZA{0}	@SABDA
buffered	surakRA[sWAna]^xAbadZA~{@ed/@en}	@SABDA
buffering	surakRA[sWAna]^xAbadZA~{@ing}	@SABDA
buffers'	surakRA[sWAna]^xAbadZA{@s}{@vib:kA}	@SABDA
buffers	surakRA[sWAna]^xAbadZA~{@s}	@SABDA
buffest	mulAyama~pIlA~camadA~{wama}	@SABDA
buffing	mulAyama~pIlA~camadA~{@ing}	@SABDA
buffs'	mulAyama~pIlA~camadA{@s}{@vib:kA}	@SABDA
buffs	mulAyama~pIlA~camadA~{@s}	@SABDA
build's	nirmANa~karanA{@vib:kA}	@SABDA
build	nirmANa~karanA{0}	@SABDA
builder's	nirmAwA{@vib:kA}	@SABDA
builder	nirmAwA{0}	@SABDA
builders'	nirmAwA{@s}{@vib:kA}	@SABDA
builders	nirmAwA{@s}	@SABDA
building's	imArawa{@vib:kA}	@SABDA
building	nirmANa~karanA~{@ing}[>imArawa]	@SABDA
buildings'	imArawa{@s}{@vib:kA}	@SABDA
buildings	imArawa{@s}	@SABDA
builds'	nirmANa~karanA{@s}{@vib:kA}	@SABDA
builds	nirmANa~karanA~{@s}	@SABDA
built	nirmANa~karanA~{@ed/@en}	@SABDA
bulk's	badA{@vib:kA}	@SABDA
bulk	badA{0}	@SABDA
bulked	badA~{@ed/@en}	@SABDA
bulking	badA~{@ing}	@SABDA
bulks'	badA{@s}{@vib:kA}	@SABDA
bulks	badA~{@s}	@SABDA
bull's	sAzda{@vib:kA}	@SABDA
bull	sAzda[-]{0}	@SABDA
bulled	sAzda~{@ed/@en}	@SABDA
bullet's	golI{@vib:kA}	@SABDA
bullet	golI{0}	@SABDA
bulletin's	vijFapwi{@vib:kA}	@SABDA
bulletin	vijFapwi{0}	@SABDA
bulletined	vijFapwi~{@ed/@en}	@SABDA
bulletining	vijFapwi~{@ing}	@SABDA
bulletins'	vijFapwi{@s}{@vib:kA}	@SABDA
bulletins	vijFapwi~{@s}	@SABDA
bulletproof	buletaprUPa	@Miscelleneous
bullets'	golI{@s}{@vib:kA}	@SABDA
bullets	golI{@s}	@SABDA
bulling	sAzda~{@ing}	@SABDA
bullock-@cart's	bEla_gAdI{@vib:kA}	@SABDA
bullock-@cart	bEla_gAdI{0}	@SABDA
bullock-@carts	bEla_gAdI~{@s}	@SABDA
bulls'	sAzda{@s}{@vib:kA}	@SABDA
bulls	sAzda~{@s}	@SABDA
bunch's	gucCA{@vib:kA}	@SABDA
bunch	gucCA{0}	@SABDA
bunched	gucCA~{@ed/@en}	@SABDA
bunches'	gucCA{@s}{@vib:kA}	@SABDA
bunches	gucCA~{@s}	@SABDA
bunching	gucCA~{@ing}	@SABDA
bundle's	baMdala{@vib:kA}	@SABDA
bundle	baMdala{0}	@PADA
bundled	baMdala~{@ed/@en}	@SABDA
bundles'	baMdala{@s}{@vib:kA}	@SABDA
bundles	baMdala~{@s}	@SABDA
bundling	baMdala~{@ing}	@SABDA
bunk's	SAyikA{jahAja~meM}/na~jAnA{@vib:kA}	@SABDA
bunk	SAyikA{jahAja~meM}/na~jAnA{0}	@SABDA
bunked	SAyikA{jahAja~meM}/na~jAnA~{@ed/@en}	@SABDA
bunking	SAyikA{jahAja~meM}/na~jAnA~{@ing}	@SABDA
bunks'	SAyikA{jahAja~meM}/na~jAnA{@s}{@vib:kA}	@SABDA
bunks	SAyikA{jahAja~meM}/na~jAnA~{@s}	@SABDA
burden's	boJa{@vib:kA}	@SABDA
burden	boJa{0}	@SABDA
burdened	boJa~{@ed/@en}	@SABDA
burdening	boJa~{@ing}	@SABDA
burdens'	boJa{@s}{@vib:kA}	@SABDA
burdens	boJa~{@s}	@SABDA
bureau's	liKane~kI~mejZa[>viBAga]{@vib:kA}	@SABDA
bureau	liKane~kI~mejZa[>viBAga]{0}	@SABDA
bureaus'	liKane~kI~mejZa[>viBAga]{@s}{@vib:kA}	@SABDA
bureaus	liKane~kI~mejZa[>viBAga]{@s}	@SABDA
bureaux's	liKane~kI~mejZa[>viBAga]{@s}{@vib:kA}	@SABDA
bureaux	liKane~kI~mejZa[>viBAga]{@s}	@SABDA
burgler	senXamAra	@FROMNET
burial's	xaPZana~karanA{@vib:kA}	@SABDA
burial	xaPZana~karanA{0}	@SABDA
burials'	xaPZana~karanA{@s}{@vib:kA}	@SABDA
burials	xaPZana~karanA{@s}	@SABDA
buried	xaPZanAnA~{@ed/@en}	@SABDA
buries	xaPZanAnA~{@s}	@SABDA
burn's	jalAnA{@vib:kA}	@SABDA
burn	jalAnA{0}	@SABDA
burned	jalAnA~{@ed/@en}	@SABDA
burning	jalAnA~{@ing}	@SABDA
burnout's	jalAnA{@s}{@vib:kA}	@SABDA
burnout	jalAnA{@s}	@SABDA
burns	jalAnA~{@s}	@SABDA
burnt	jalAnA~{@ed/@en}	@SABDA
burser	barsara/koRa-aXIkRaka	@Designation_@and_@Department_@Names:@HARIRAM
burst's	Pata~nikalanA{@vib:kA}	@SABDA
burst	Pata~nikalanA{0}	@SABDA
bursting	Pata~nikalanA~{@ing}	@SABDA
bursts'	Pata~nikalanA{@s}{@vib:kA}	@SABDA
bursts	Pata~nikalanA~{@s}	@SABDA
bury	xaPZanAnA{0}	@SABDA
burying	xaPZanAnA~{@ing}	@SABDA
bus's	basa{@vib:kA}	@SABDA
bus	basa{0}	@SABDA
buses'	basa{@s}{@vib:kA}	@SABDA
buses	basa{@s}	@SABDA
bush's	JAdI{@vib:kA}	@SABDA
bush	JAdI[-]{0}	@SABDA
bushed	JAdI~{@ed/@en}	@SABDA
bushes'	JAdI{@s}{@vib:kA}	@SABDA
bushes	JAdI~{@s}	@SABDA
bushing	JAdI~{@ing}	@SABDA
bushirt's	JAdI{@vib:kA}	@SABDA
bushirt	JAdI{0}	@SABDA
bushirts'	JAdI{@s}{@vib:kA}	@SABDA
bushirts	JAdI{@s}	@SABDA
busied	vyaswa~{@ed/@en}	@SABDA
busier	vyaswa~{wara}	@SABDA
busies	vyaswa~{@s}	@SABDA
busiest	vyaswa~{wama}	@SABDA
business's	vyApAra^mAmalA{@vib:kA}	@SABDA
business	vyApAra^mAmalA{0}	@SABDA
businesses'	vyApAra^mAmalA{@s}{@vib:kA}	@SABDA
businesses	vyApAra^mAmalA{@s}	@SABDA
businessman's	vyApArI{@vib:kA}	@SABDA
businessman	vyApArI{0}	@SABDA
businessmen's	vyApArI{@s}{@vib:kA}	@SABDA
businessmen	vyApArI{@s}	@SABDA
businesswoman's	vyApArI{@vib:kA}	@SABDA
businesswoman	vyApArI{0}	@SABDA
businesswomen's	vyApArI{@s}{@vib:kA}	@SABDA
businesswomen	vyApArI{@s}	@SABDA
bussed	basa~{@ed/@en}	@SABDA
busses	basa~{@s}	@SABDA
bussing	basa~{@ing}	@SABDA
busy	vyaswa{0}[-]	@SABDA
busying	vyaswa~{@ing}	@SABDA
but's	@but{->lekina/ke~awirikwa}{@vib:kA}	@SABDA
but	@but{lekina/->ke~awirikwa}	@PREP
buts'	@but{->lekina/ke~awirikwa}{@s}{@vib:kA}	@SABDA
buts	@but{->lekina/ke~awirikwa}{@s}	@SABDA
butter's	makKana~[lagAnA]{@vib:kA}	@SABDA
butter	makKana~[lagAnA]{0}	@SABDA
buttered	makKana~lagAnA~{@ed/@en}	@PADA
buttering	makKana~lagAnA~{@ing}	@PADA
butters'	makKana~[lagAnA]{@s}{@vib:kA}	@SABDA
butters	makKana~lagAnA~{@s}	@PADA
button's	batana{@vib:kA}	@SABDA
button	batana~{0}	@SABDA
buttoned	batana~lagAnA~{@ed/@en}	@SABDA
buttoning	batana~lagAnA~{@ing}	@SABDA
buttons'	batana{@s}{@vib:kA}	@SABDA
buttons	batana~{@s}	@SABDA
buttonwood's	batana~[lagAnA/baMxa~karanA]{@vib:kA}	@SABDA
buttonwood	batana~[lagAnA/baMxa~karanA]{0}	@SABDA
buttonwoods'	batana~[lagAnA/baMxa~karanA]{@s}{@vib:kA}	@SABDA
buttonwoods	batana~[lagAnA/baMxa~karanA]{@s}	@SABDA
buy's	KarIxanA{@vib:kA}	@SABDA
buy	KarIxanA{0}	@SABDA
buying	KarIxanA~{@ing}	@SABDA
buys'	KarIxanA{@s}{@vib:kA}	@SABDA
buys	KarIxanA~{@s}	@SABDA
by's	@by{->xvArA[>se]/pAsa~meM}{@vib:kA}	@SABDA
by	@by{->xvArA[>se]/pAsa~meM}	@PREP
by-@and-@by's	@by{->xvArA[>se]/pAsa~meM}{@s}{@vib:kA}	@SABDA
by-@and-@by	@by{->xvArA[>se]/pAsa~meM}{@s}	@SABDA
by-@law	upaviXi	@BHATIA
byandby's	@by{->xvArA[>se]/pAsa~meM}{@s}{@vib:kA}	@SABDA
byandby	@by{->xvArA[>se]/pAsa~meM}{@s}	@SABDA
bye	bAya	@PADA
byelaw	upaviXi	@BHATIA
byte	bAita~/~aRta~bita	@Symbols/@Notations/@Keywords
c++	sI~plasa~plasa	@Programming-@Languages
c	sI	@Programming-@Languages
cabin's	kakRa`{@vib:kA}	@SABDA
cabin	kakRa`{0}	@SABDA
cabinet	kEbineta	@REF
cabins'	kakRa`{@s}{@vib:kA}	@SABDA
cabins	kakRa`{@s}	@SABDA
cablegram	samuxrI~wAra	@Administration_@Glossary:@HARIRAM
cache	kESa/~xruwikA	@Input-@Output-@Devices
cadre	saMvarga	@THAKURDASSJI
cafeteria's	annapUrNA{@vib:kA}	@SABDA
cafeteria	annapUrNA{0}	@SABDA
cafeterias'	annapUrNA{@s}{@vib:kA}	@SABDA
cafeterias	annapUrNA{@s}	@SABDA
cage's	piMjarA`{@vib:kA}	@SABDA
cage	piMjarA`{0}	@SABDA
caged	piMjarA`~{@ed/@en}	@SABDA
cages'	piMjarA`{@s}{@vib:kA}	@SABDA
cages	piMjarA`~{@s}	@SABDA
caging	piMjarA`~{@ing}	@SABDA
calculate	hisAba~lagAnA/yojanA~banAnA{0}	@SABDA
calculated	hisAba~lagAnA/yojanA~banAnA~{@ed/@en}	@SABDA
calculates	hisAba~lagAnA/yojanA~banAnA~{@s}	@SABDA
calculating	hisAba~lagAnA/yojanA~banAnA~{@ing}	@SABDA
calculator's	gaNanAkarwA{@vib:kA}	@SABDA
calculator	gaNanAkarwA{0}	@SABDA
calculators'	gaNanAkarwA{@s}{@vib:kA}	@SABDA
calculators	gaNanAkarwA{@s}	@SABDA
calendar's	paMcAMga^kAlAnukramika~sUcI{@vib:kA}	@SABDA
calendar	paMcAMga^kAlAnukramika~sUcI{0}	@SABDA
calendared	paMcAMga^kAlAnukramika~sUcI~{@ed/@en}	@SABDA
calendaring	paMcAMga^kAlAnukramika~sUcI~{@ing}	@SABDA
calendars'	paMcAMga^kAlAnukramika~sUcI{@s}{@vib:kA}	@SABDA
calendars	paMcAMga^kAlAnukramika~sUcI~{@s}	@SABDA
calender	kEleMdara/sUcI	@Administration_@Glossary:@HARIRAM
calif's	KZalIPA{@vib:kA}	@SABDA
calif	KZalIPA{0}	@SABDA
califs'	KZalIPA{@s}{@vib:kA}	@SABDA
califs	KZalIPA{@s}	@SABDA
caliph's	KZalIPA{@vib:kA}	@SABDA
caliph	KZalIPA{0}	@SABDA
caliphs'	KZalIPA{@s}{@vib:kA}	@SABDA
caliphs	KZalIPA{@s}	@SABDA
call's	bulAnA{@vib:kA}	@SABDA
call	bulAnA{0}	@SABDA
called	bulAnA~{@ed/@en}	@SABDA
calligraphist	suleKakAra/KuSanavIsa	@Designation_@and_@Department_@Names:@HARIRAM
calling	bulAnA~{@ing}	@SABDA
calls'	bulAnA{@s}{@vib:kA}	@SABDA
calls	bulAnA~{@s}	@SABDA
callus	kadZI~wvacA/wavalA~kA~vaha~BAga~jo~kadZA~ho	@FROMNET
calm's	SAMwa^SAMwi{@vib:kA}	@SABDA
calm	SAMwa^SAMwi[-]{0}	@SABDA
calmed	SAMwa^SAMwi~{@ed/@en}	@SABDA
calmer	SAMwa^SAMwi~{wara}	@SABDA
calmest	SAMwa^SAMwi~{wama}	@SABDA
calming	SAMwa^SAMwi~{@ing}	@SABDA
calms'	SAMwa^SAMwi{@s}{@vib:kA}	@SABDA
calms	SAMwa^SAMwi~{@s}	@SABDA
came	AnA~{@ed}	@SABDA
camera's	kEmerA{@vib:kA}	@SABDA
camera	kEmerA{0}	@SABDA
camerae's	kEmerA{@s}{@vib:kA}	@SABDA
camerae	kEmerA{@s}	@SABDA
camp's	Sivira{@vib:kA}	@SABDA
camp	Sivira[-]{0}	@SABDA
campaign's	aBiyAna{@vib:kA}	@SABDA
campaign	aBiyAna{0}	@SABDA
campaigned	aBiyAna~calAnA~{@ed/@en}	@SABDA
campaigning	aBiyAna~calAnA~{@ing}	@SABDA
campaigns'	aBiyAna{@s}{@vib:kA}	@SABDA
campaigns	aBiyAna~{@s}	@SABDA
camped	Sivira~{@ed/@en}	@SABDA
campest	Sivira~{wama}	@SABDA
camping	Sivira~{@ing}	@SABDA
camps'	Sivira{@s}{@vib:kA}	@SABDA
camps	Sivira~{@s}	@SABDA
campus's	vixyAlaya~parisara{@vib:kA}	@SABDA
campus	vixyAlaya~parisara{0}	@SABDA
campuses'	vixyAlaya~parisara{@s}{@vib:kA}	@SABDA
campuses	vixyAlaya~parisara{@s}	@SABDA
can's	sakanA/kEna`{@vib:kA}	@SABDA
can	sakanA{0}/kEna	@REF
cancel's	raxa~karanA{@vib:kA}	@SABDA
cancel	raxa~karanA{0}	@SABDA
canceled	raxa~karanA~{@ed/@en}	@SABDA
canceling	raxa~karanA~{@ing}	@SABDA
cancellation	raxxa~karanA	@Administration_@Glossary:@HARIRAM
cancelled	raxa~karanA~{@ed/@en}	@SABDA
cancelling	raxa~karanA~{@ing}	@SABDA
cancels'	raxa~karanA{@s}{@vib:kA}	@SABDA
cancels	raxa~karanA~{@s}	@SABDA
cancer's	kEMsara/mahAmArI{@vib:kA}	@SABDA
cancer	kEMsara/mahAmArI{0}	@SABDA
cancers'	kEMsara/mahAmArI{@s}{@vib:kA}	@SABDA
cancers	kEMsara/mahAmArI{@s}	@SABDA
candidate's	ummIxavAra{@vib:kA}	@SABDA
candidate	ummIxavAra{0}	@SABDA
candidates'	ummIxavAra{@s}{@vib:kA}	@SABDA
candidates	ummIxavAra{@s}	@SABDA
candidature	ummIxavArI	@FROMNET
candied	miTAI/pAganA~{@ed/@en}	@SABDA
candies'	miTAI/pAganA{@s}{@vib:kA}	@SABDA
candies	miTAI/pAganA~{@s}	@SABDA
candle's	momabawwI^roSnI~meM~xeKanA{@vib:kA}	@SABDA
candle	momabawwI^roSnI~meM~xeKanA{0}	@SABDA
candled	momabawwI^roSnI~meM~xeKanA~{@ed/@en}	@SABDA
candles'	momabawwI^roSnI~meM~xeKanA{@s}{@vib:kA}	@SABDA
candles	momabawwI^roSnI~meM~xeKanA~{@s}	@SABDA
candling	momabawwI^roSnI~meM~xeKanA~{@ing}	@SABDA
candy's	miTAI/pAganA{@vib:kA}	@SABDA
candy	miTAI/pAganA{0}	@SABDA
candying	miTAI/pAganA~{@ing}	@SABDA
canister	kanaswara/tIna	@FROMNET
canned	sakanA/kEna`~{@ed/@en}	@SABDA
canneries'	kEnarI{@s}{@vib:kA}	@SABDA
canneries	kEnarI{@s}	@SABDA
cannery's	kEnarI{@vib:kA}	@SABDA
cannery	kEnarI{0}	@SABDA
canning	sakanA/kEna`~{@ing}	@SABDA
cannon's	wopa/BidZa~jAnA{@vib:kA}{@s}+kA	@SABDA
cannon	wopa/BidZa~jAnA{0/@s}	@SABDA
cannoned	wopa/BidZa~jAnA~{@ed/@en}	@SABDA
cannoning	wopa/BidZa~jAnA~{@ing}	@SABDA
cannons'	wopa/BidZa~jAnA{@s}{@vib:kA}	@SABDA
cannons's	wopa/BidZa~jAnA{@vib:kA}	@SABDA
cannons	wopa/BidZa~jAnA~{@s}	@SABDA
cannonses'	wopa/BidZa~jAnA{@s}{@vib:kA}	@SABDA
cannonses	wopa/BidZa~jAnA{@s}	@SABDA
cannot	nahIM~sakanA{0}	@PADA
canon	karmaviXi	@BHATIA
canonical	vihiwa~/~kEnOYAnikala	@Symbols/@Notations/@Keywords
cans'	kEna`{@s}{@vib:kA}	@PADA
cans	kEna`~{@s}	@PADA
canst	sakanA/kEna`	@SABDA
canteen's	jalapAnagqha/wAmalota{@vib:kA}	@SABDA
canteen	jalapAnagqha/wAmalota{0}	@SABDA
canteens'	jalapAnagqha/wAmalota{@s}{@vib:kA}	@SABDA
canteens	jalapAnagqha/wAmalota{@s}	@SABDA
cantonment	CAvanI	@Administration_@Glossary:@HARIRAM
canvas's	kEnavasa{@vib:kA}	@SABDA
canvas	kEnavasa{0}	@SABDA
canvases'	kEnavasa{@s}{@vib:kA}	@SABDA
canvases	kEnavasa{@s}	@SABDA
cap's	topI^Dakkana{@vib:kA}	@SABDA
cap	topI^Dakkana{0}	@SABDA
capabilities'	kRamawA^lakRaNa{@s}{@vib:kA}	@SABDA
capabilities	kRamawA^lakRaNa{@s}	@SABDA
capability's	kRamawA^lakRaNa{@vib:kA}	@SABDA
capability	kRamawA^lakRaNa{0}	@SABDA
capable	kRamawAvAna^yogya[-]	@SABDA
capablest	kRamawAvAna^yogya~{wama}	@SABDA
capacities'	XAriwA^hEsiyawa{@s}{@vib:kA}	@SABDA
capacities	XAriwA^hEsiyawa{@s}	@SABDA
capacitor	saMXAriwra	@Electronic-@Devices
capacity's	XAriwA^hEsiyawa{@vib:kA}	@SABDA
capacity	XAriwA^hEsiyawa{0}	@SABDA
cape's	labAxA^aMwaripa{@vib:kA}	@SABDA
cape	labAxA^aMwaripa{0}	@SABDA
capes'	labAxA^aMwaripa{@s}{@vib:kA}	@SABDA
capes	labAxA^aMwaripa{@s}	@SABDA
capillary	keSikA	@FROMNET
capital's	rAjaXAnI[<badA]/mUlapUzjI{@vib:kA}	@SABDA
capital	rAjaXAnI[<badA]/mUlapUzjI[-]	@SABDA
capitalest	rAjaXAnI[<badA]/mUlapUzjI~{wama}	@SABDA
capitalism's	pUzjIvAxa{@vib:kA}	@SABDA
capitalism	pUzjIvAxa{0}	@SABDA
capitalisms'	pUzjIvAxa{@s}{@vib:kA}	@SABDA
capitalisms	pUzjIvAxa{@s}	@SABDA
capitals'	rAjaXAnI[<badA]/mUlapUzjI{@s}{@vib:kA}	@SABDA
capitals	rAjaXAnI[<badA]/mUlapUzjI{@s}	@SABDA
capped	topI^Dakkana~{@ed/@en}	@SABDA
capping	topI^Dakkana~{@ing}	@SABDA
caps'	topI^Dakkana{@s}{@vib:kA}	@SABDA
caps	topI^Dakkana~{@s}	@SABDA
capsicum	SimalA~mirca	@FROMNET
captain's	kapwAna{@vib:kA}	@SABDA
captain	kapwAna{0}	@SABDA
captained	kapwAna~{@ed/@en}	@SABDA
captaining	kapwAna~{@ing}	@SABDA
captains'	kapwAna{@s}{@vib:kA}	@SABDA
captains	kapwAna~{@s}	@SABDA
capture's	pakadZa~lenA/jabwI/lUta{@vib:kA}	@SABDA
capture	pakadZa~lenA/jabwI/lUta{0}	@SABDA
captured	pakadZa~lenA/jabwI/lUta~{@ed/@en}	@SABDA
captures'	pakadZa~lenA/jabwI/lUta{@s}{@vib:kA}	@SABDA
captures	pakadZa~lenA/jabwI/lUta~{@s}	@SABDA
capturing	pakadZa~lenA/jabwI/lUta~{@ing}	@SABDA
