# Girl standing in front of me ..
# Structure of the file:
##_I_was_fond_of_her_music.
#GOD,ÈÏÌÚÂèÌÚ,PADA,,
#These_are_the_people_who_most_need_our_help.
#_Girl_standing_in_front_of_me_..
#_Structure_of_the_file:
#aBiyAna_->_aBiyAna_calAnA
#anybody,³Û×Ü~ËÜ^³å§~ËÜ,PADA,kisI_oblque_form_of_koI,BI_is_optional_in_interrogative,
#anything's,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#anything,³å§~ËÜ{¸Üºé~ÍÚ~³ÚÌ},SABDA,,
#drift's,ÊØÆÚ{vib:³Ú},SABDA,,
#drift,ÊØÆÚ{0},SABDA,,
#drifted,ÊØÆÚ~{ed/en},SABDA,,
#drifting,ÊØÆÚ~{ing},SABDA,,
#drifts',ÊØÆÚ{s}{vib:³Ú},SABDA,,
#drifts,ÊØÆÚ~{s},SABDA,,
#fond,È×ÆèÄ~ØåÆÚ2[-],SABDA,,
#most,¤ÅÛ³ÂÌ,PADA,,
#nervous,ÔèÍµèÏ^×èÆÚÍÔÛ³[-],SABDA,,
#nobody,³å§~ÆØÜ¢{0},SABDA,,
#none,³å§~ÆØÜ¢,SABDA,,
#nothing,³İ¹~ËÜ~ÆØÜ¢^ÕŞÆèÍ{0},SABDA,,
#retain,×èÃÛÏ~Ï´ÆÚ{0},SABDA,,
#retained,×èÃÛÏ~Ï´ÆÚ~{ed/en},SABDA,,
#retaining,×èÃÛÏ~Ï´ÆÚ~{ing},SABDA,,
#retains,×èÃÛÏ~Ï´ÆÚ~{s},SABDA,,
#some,³İ¹^³å§,SABDA,,
#standing,×èÃÚ§/ÈèÏÂÛÖè¾Ú[-]~{ing},SABDA,,
#urge's,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{vib:³Ú},SABDA,,
#urge,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{0},SABDA,,
#urged,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ed/en},SABDA,,
#urges',ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]{s}{vib:³Ú},SABDA,,
#urges,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{s},SABDA,,
#urging,ÈèÏáÏÁÚ[>ÈèÏáÏÛÂ~³ÏÆÚ]~{ing},SABDA,,
#walking,ÈâÄÑ~¸ÑÆÚ[-]~{ing},SABDA,,
#wrd,paxasuwra,source,comment,path_of_essay_file
#writing,ÑÛ´Ú§,PADA,,
campus,ÔÛÄèÍÚÑÍ~ÈÏÛ×Ï{0},SABDA,,
campuses',ÔÛÄèÍÚÑÍ~ÈÏÛ×Ï{s}{vib:³Ú},SABDA,,
campuses,ÔÛÄèÍÚÑÍ~ÈÏÛ×Ï{s},SABDA,,
can's,×³ÆÚ/³âÆ`{vib:³Ú},SABDA,,
can,×³ÆÚ{0}/³âÆ,REF,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/can
cancel's,ÏÄ~³ÏÆÚ{vib:³Ú},SABDA,,
cancel,ÏÄ~³ÏÆÚ{0},SABDA,,
canceled,ÏÄ~³ÏÆÚ~{ed/en},SABDA,,
canceling,ÏÄ~³ÏÆÚ~{ing},SABDA,,
cancellation,ÏÄèÄ~³ÏÆÚ,Administration_Glossary:HARIRAM,,
cancelled,ÏÄ~³ÏÆÚ~{ed/en},SABDA,,
cancelling,ÏÄ~³ÏÆÚ~{ing},SABDA,,
cancels',ÏÄ~³ÏÆÚ{s}{vib:³Ú},SABDA,,
cancels,ÏÄ~³ÏÆÚ~{s},SABDA,,
cancer's,³â¢×Ï/ÌØÚÌÚÏÜ{vib:³Ú},SABDA,,
cancer,³â¢×Ï/ÌØÚÌÚÏÜ{0},SABDA,,
cancers',³â¢×Ï/ÌØÚÌÚÏÜ{s}{vib:³Ú},SABDA,,
cancers,³â¢×Ï/ÌØÚÌÚÏÜ{s},SABDA,,
candidate's,¨ÌèÌÜÄÔÚÏ{vib:³Ú},SABDA,,
candidate,¨ÌèÌÜÄÔÚÏ{0},SABDA,,
candidates',¨ÌèÌÜÄÔÚÏ{s}{vib:³Ú},SABDA,,
candidates,¨ÌèÌÜÄÔÚÏ{s},SABDA,,
candidature,¨ÌèÌÜÄÔÚÏÜ,FROMNET,,
candied,ÌÛ¾Ú§/ÈÚµÆÚ~{ed/en},SABDA,,
candies',ÌÛ¾Ú§/ÈÚµÆÚ{s}{vib:³Ú},SABDA,,
candies,ÌÛ¾Ú§/ÈÚµÆÚ~{s},SABDA,,
candle's,ÌåÌÊÂèÂÜ^ÏåÕèÆÜ~Ìá¢~Äá´ÆÚ{vib:³Ú},SABDA,,
candle,ÌåÌÊÂèÂÜ^ÏåÕèÆÜ~Ìá¢~Äá´ÆÚ{0},SABDA,,
candled,ÌåÌÊÂèÂÜ^ÏåÕèÆÜ~Ìá¢~Äá´ÆÚ~{ed/en},SABDA,,
candles',ÌåÌÊÂèÂÜ^ÏåÕèÆÜ~Ìá¢~Äá´ÆÚ{s}{vib:³Ú},SABDA,,
candles,ÌåÌÊÂèÂÜ^ÏåÕèÆÜ~Ìá¢~Äá´ÆÚ~{s},SABDA,,
candling,ÌåÌÊÂèÂÜ^ÏåÕèÆÜ~Ìá¢~Äá´ÆÚ~{ing},SABDA,,
candy's,ÌÛ¾Ú§/ÈÚµÆÚ{vib:³Ú},SABDA,,
candy,ÌÛ¾Ú§/ÈÚµÆÚ{0},SABDA,,
candying,ÌÛ¾Ú§/ÈÚµÆÚ~{ing},SABDA,,
canister,³Æ×èÂÏ/½ÜÆ,FROMNET,,
canned,×³ÆÚ/³âÆ`~{ed/en},SABDA,,
canneries',³âÆÏÜ{s}{vib:³Ú},SABDA,,
canneries,³âÆÏÜ{s},SABDA,,
cannery's,³âÆÏÜ{vib:³Ú},SABDA,,
cannery,³âÆÏÜ{0},SABDA,,
canning,×³ÆÚ/³âÆ`~{ing},SABDA,,
cannon's,ÂåÈ/ËÛ¿é~ºÚÆÚ{vib:³Ú}{s}+³Ú,SABDA,,
cannon,ÂåÈ/ËÛ¿é~ºÚÆÚ{0/s},SABDA,,
cannoned,ÂåÈ/ËÛ¿é~ºÚÆÚ~{ed/en},SABDA,,
cannoning,ÂåÈ/ËÛ¿é~ºÚÆÚ~{ing},SABDA,,
cannons',ÂåÈ/ËÛ¿é~ºÚÆÚ{s}{vib:³Ú},SABDA,,
cannons's,ÂåÈ/ËÛ¿é~ºÚÆÚ{vib:³Ú},SABDA,,
cannons,ÂåÈ/ËÛ¿é~ºÚÆÚ~{s},SABDA,,
cannonses',ÂåÈ/ËÛ¿é~ºÚÆÚ{s}{vib:³Ú},SABDA,,
cannonses,ÂåÈ/ËÛ¿é~ºÚÆÚ{s},SABDA,,
cannot,ÆØÜ¢~×³ÆÚ{0},PADA,,
canon,³ÏèÌÔÛÅÛ,BHATIA,,
canonical,ÔÛØÛÂ~/~³âÆç¥ÆÛ³Ñ,Symbols/Notations/Keywords,,
cans',³âÆ`{s}{vib:³Ú},PADA,,
cans,³âÆ`~{s},PADA,,
canst,×³ÆÚ/³âÆ`,SABDA,,
canteen's,ºÑÈÚÆµßØ/ÂÚÌÑå½{vib:³Ú},SABDA,,
canteen,ºÑÈÚÆµßØ/ÂÚÌÑå½{0},SABDA,,
canteens',ºÑÈÚÆµßØ/ÂÚÌÑå½{s}{vib:³Ú},SABDA,,
canteens,ºÑÈÚÆµßØ/ÂÚÌÑå½{s},SABDA,,
cantonment,¹ÚÔÆÜ,Administration_Glossary:HARIRAM,,
canvas's,³âÆÔ×{vib:³Ú},SABDA,,
canvas,³âÆÔ×{0},SABDA,,
canvases',³âÆÔ×{s}{vib:³Ú},SABDA,,
canvases,³âÆÔ×{s},SABDA,,
cap's,½åÈÜ^À³è³Æ{vib:³Ú},SABDA,,
cap,½åÈÜ^À³è³Æ{0},SABDA,,
capabilities',³èÖÌÂÚ^Ñ³èÖÁ{s}{vib:³Ú},SABDA,,
capabilities,³èÖÌÂÚ^Ñ³èÖÁ{s},SABDA,,
capability's,³èÖÌÂÚ^Ñ³èÖÁ{vib:³Ú},SABDA,,
capability,³èÖÌÂÚ^Ñ³èÖÁ{0},SABDA,,
capable,³èÖÌÂÚÔÚÆ^ÍåµèÍ[-],SABDA,,
capablest,³èÖÌÂÚÔÚÆ^ÍåµèÍ~{ÂÌ},SABDA,,
capacities',ÅÚÏÛÂÚ^Øâ×ÛÍÂ{s}{vib:³Ú},SABDA,,
capacities,ÅÚÏÛÂÚ^Øâ×ÛÍÂ{s},SABDA,,
capacitor,×¢ÅÚÏÛÂèÏ,Electronic-Devices,,
capacity's,ÅÚÏÛÂÚ^Øâ×ÛÍÂ{vib:³Ú},SABDA,,
capacity,ÅÚÏÛÂÚ^Øâ×ÛÍÂ{0},SABDA,,
cape's,ÑÊÚÄÚ^¤¢ÂÏÛÈ{vib:³Ú},SABDA,,
cape,ÑÊÚÄÚ^¤¢ÂÏÛÈ{0},SABDA,,
capes',ÑÊÚÄÚ^¤¢ÂÏÛÈ{s}{vib:³Ú},SABDA,,
capes,ÑÊÚÄÚ^¤¢ÂÏÛÈ{s},SABDA,,
capillary,³áÕÛ³Ú,FROMNET,,
capital's,ÏÚºÅÚÆÜ[<Ê¿Ú]/ÌŞÑÈŞ¡ºÜ{vib:³Ú},SABDA,,
capital,ÏÚºÅÚÆÜ[<Ê¿Ú]/ÌŞÑÈŞ¡ºÜ[-],SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/capital
capitalest,ÏÚºÅÚÆÜ[<Ê¿Ú]/ÌŞÑÈŞ¡ºÜ~{ÂÌ},SABDA,,
capitalism's,ÈŞ¡ºÜÔÚÄ{vib:³Ú},SABDA,,
capitalism,ÈŞ¡ºÜÔÚÄ{0},SABDA,,
capitalisms',ÈŞ¡ºÜÔÚÄ{s}{vib:³Ú},SABDA,,
capitalisms,ÈŞ¡ºÜÔÚÄ{s},SABDA,,
capitals',ÏÚºÅÚÆÜ[<Ê¿Ú]/ÌŞÑÈŞ¡ºÜ{s}{vib:³Ú},SABDA,,
capitals,ÏÚºÅÚÆÜ[<Ê¿Ú]/ÌŞÑÈŞ¡ºÜ{s},SABDA,,
capped,½åÈÜ^À³è³Æ~{ed/en},SABDA,,
capping,½åÈÜ^À³è³Æ~{ing},SABDA,,
caps',½åÈÜ^À³è³Æ{s}{vib:³Ú},SABDA,,
caps,½åÈÜ^À³è³Æ~{s},SABDA,,
capsicum,ÕÛÌÑÚ~ÌÛÏè¸,FROMNET,,
captain's,³ÈèÂÚÆ{vib:³Ú},SABDA,,
captain,³ÈèÂÚÆ{0},SABDA,,
captained,³ÈèÂÚÆ~{ed/en},SABDA,,
captaining,³ÈèÂÚÆ~{ing},SABDA,,
captains',³ÈèÂÚÆ{s}{vib:³Ú},SABDA,,
captains,³ÈèÂÚÆ~{s},SABDA,,
capture's,È³¿é~ÑáÆÚ/ºÊèÂÜ/ÑŞ½{vib:³Ú},SABDA,,
capture,È³¿é~ÑáÆÚ/ºÊèÂÜ/ÑŞ½{0},SABDA,,
captured,È³¿é~ÑáÆÚ/ºÊèÂÜ/ÑŞ½~{ed/en},SABDA,,
captures',È³¿é~ÑáÆÚ/ºÊèÂÜ/ÑŞ½{s}{vib:³Ú},SABDA,,
captures,È³¿é~ÑáÆÚ/ºÊèÂÜ/ÑŞ½~{s},SABDA,,
capturing,È³¿é~ÑáÆÚ/ºÊèÂÜ/ÑŞ½~{ing},SABDA,,
car's,µÚ¿éÜ^ÍÚÆ{vib:³Ú},SABDA,,
car,µÚ¿éÜ^ÍÚÆ{0},SABDA,,
carbine,³ÚÏèÊÚ§Æ,FROMNET,,
carbon's,³ÚÏèÊÆ{vib:³Ú},SABDA,,
carbon,³ÚÏèÊÆ{0},SABDA,,
carbons',³ÚÏèÊÆ{s}{vib:³Ú},SABDA,,
carbons,³ÚÏèÊÆ{s},SABDA,,
card's,µÂèÂÚ^ÈÂèÂÚ~{ÂÚÕ~¥ÄÛ~³Ú}/ÅİÆÆÚ{³Ú~³ÏÁ}{vib:³Ú},SABDA,,
card,µÂèÂÚ^ÈÂèÂÚ~{ÂÚÕ~¥ÄÛ~³Ú}/ÅİÆÆÚ{³Ú~³ÏÁ}{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/card
cardboard's,µÂèÂÚ{vib:³Ú},SABDA,,
cardboard,µÂèÂÚ[-],SABDA,,
cardboards',µÂèÂÚ{s}{vib:³Ú},SABDA,,
cardboards,µÂèÂÚ{s},SABDA,,
carded,µÂèÂÚ^ÈÂèÂÚ~{ÂÚÕ~¥ÄÛ~³Ú}/ÅİÆÆÚ{³Ú~³ÏÁ}~{ed/en},SABDA,,
cardinal's,ÊİÆÛÍÚÄÜ/ÆÛØÛÂ/³ÚÏè¿ÛÆÑ{vib:³Ú},SABDA,,
cardinal,ÊİÆÛÍÚÄÜ/ÆÛØÛÂ/³ÚÏè¿ÛÆÑ[-],SABDA,,
cardinality,µÁÆÜÍÂÚ~/~µÁÆ×¢´èÍÚÂèÌ³ÂÚ,Mathematical-Computation,,
cardinals',ÊİÆÛÍÚÄÜ/ÆÛØÛÂ/³ÚÏè¿ÛÆÑ{s}{vib:³Ú},SABDA,,
cardinals,ÊİÆÛÍÚÄÜ/ÆÛØÛÂ/³ÚÏè¿ÛÆÑ{s},SABDA,,
carding,µÂèÂÚ^ÈÂèÂÚ~{ÂÚÕ~¥ÄÛ~³Ú}/ÅİÆÆÚ{³Ú~³ÏÁ}~{ing},SABDA,,
cards',µÂèÂÚ^ÈÂèÂÚ~{ÂÚÕ~¥ÄÛ~³Ú}/ÅİÆÆÚ{³Ú~³ÏÁ}{s}{vib:³Ú},SABDA,,
cards,µÂèÂÚ^ÈÂèÂÚ~{ÂÚÕ~¥ÄÛ~³Ú}/ÅİÆÆÚ{³Ú~³ÏÁ}~{s},SABDA,,
care,Äá´ËÚÑ^¸Û¢ÂÚ~³ÏÆÚ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/care
cared,Äá´ËÚÑ^¸Û¢ÂÚ~³ÏÆÚ~{ed/en},SABDA,,
career's,ºÜÔÆ~ÔßÂèÂÛ{vib:³Ú},SABDA,,
career,ºÜÔÆ~ÔßÂèÂÛ{0},SABDA,,
careered,ºÜÔÆ~ÔßÂèÂÛ~{ed/en},SABDA,,
careering,ºÜÔÆ~ÔßÂèÂÛ~{ing},SABDA,,
careers',ºÜÔÆ~ÔßÂèÂÛ{s}{vib:³Ú},SABDA,,
careers,ºÜÔÆ~ÔßÂèÂÛ~{s},SABDA,,
careful,×ÚÔÅÚÆ^ÕèÏÌ×ÚÅèÍ[-],SABDA,,
careless,¤×ÚÔÅÚÆ^¤ÔÛ¸ÚÏÜ[-],SABDA,,
cares,Äá´ËÚÑ^¸Û¢ÂÚ~³ÏÆÚ~{s},SABDA,,
caretaker,³áÍÏ½á³Ï/Ï´ÔÚÑ,Administration_Glossary:HARIRAM,,
caricature,ØÚ×èÍ¸ÛÂèÏ,,,
caring,Äá´ËÚÑ^¸Û¢ÂÚ~³ÏÆÚ~{ing},SABDA,,
carpenter-cum-smith,ÊÀé§~Ô~ÑİØÚÏ,Administration_Glossary:HARIRAM,,
carried,ÔØÆ`[>µÏèË~ÅÚÏÁ~³ÏÆÚ]~{ed/en},SABDA,,
carries',ÔØÆ`[>µÏèË~ÅÚÏÁ~³ÏÆÚ]{s}{vib:³Ú},SABDA,,
carries,ÔØÆ`[>µÏèË~ÅÚÏÁ~³ÏÆÚ]~{s},SABDA,,
carry's,ÔØÆ`[>µÏèË~ÅÚÏÁ~³ÏÆÚ]{vib:³Ú},SABDA,,
carry,ÔØÆ`[>µÏèË~ÅÚÏÁ~³ÏÆÚ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/carry
carrying,ÔØÆ`[>µÏèË~ÅÚÏÁ~³ÏÆÚ]~{ing},SABDA,,
cars',µÚ¿éÜ^ÍÚÆ{s}{vib:³Ú},SABDA,,
cars,µÚ¿éÜ^ÍÚÆ{s},SABDA,,
cart's,¾áÑÚ^¹³¿éÚ{vib:³Ú},SABDA,,
cart,¾áÑÚ^¹³¿éÚ{0},SABDA,,
cartage,µÚ¿éÜ~ËÚ¿éÚ/ÀİÑÚ§,Administration_Glossary:HARIRAM,,
carted,¾áÑÚ^¹³¿éÚ~{ed/en},SABDA,,
carting,¾áÑÚ^¹³¿éÚ~{ing},SABDA,,
cartographer,ÌÚÆ¸ÛÂèÏ³ÚÏ/Æ³èÕÚÆÔÜÑ,Designation_and_Department_Names:HARIRAM,,
carts',¾áÑÚ^¹³¿éÚ{s}{vib:³Ú},SABDA,,
carts,¾áÑÚ^¹³¿éÚ~{s},SABDA,,
carve,Æ³éè³Ú×Ü~³ÏÆÚ{0},SABDA,,
carved,Æ³éè³Ú×Ü~³ÏÆÚ~{ed/en},SABDA,,
carven,Æ³éè³Ú×Ü~³ÏÆÚ~{en},SABDA,,
carves,Æ³éè³Ú×Ü~³ÏÆÚ~{s},SABDA,,
carving,Æ³éè³Ú×Ü~³ÏÆÚ~{ing},SABDA,,
case's,ÌÚÌÑÚ[~~<´åÑ]{vib:³Ú},SABDA,,
case,ÌÚÌÑÚ[~~<´åÑ]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/case
cased,ÌÚÌÑÚ[~~<´åÑ]~{ed/en},SABDA,,
cases',ÌÚÌÑÚ[~~<´åÑ]{s}{vib:³Ú},SABDA,,
cases,ÌÚÌÑÚ[~~<´åÑ]~{s},SABDA,,
cash's,Æ³éÄ/ËİÆÚÆÚ{vib:³Ú}{s}+³Ú,SABDA,,
cash,Æ³éÄ/ËİÆÚÆÚ{0/s},SABDA,,
cashed,Æ³éÄ/ËİÆÚÆÚ~{ed/en},SABDA,,
cashes,Æ³éÄ/ËİÆÚÆÚ~{s},SABDA,,
cashing,Æ³éÄ/ËİÆÚÆÚ~{ing},SABDA,,
casing,ÌÚÌÑÚ[~~<´åÑ]~{ing},SABDA,,
cassette's,³ç×á½{vib:³Ú},PADA,,
cassette,³ç×á½,PADA,,
cassettes',³ç×á½{s}{vib:³Ú},PADA,,
cassettes,³ç×á½{s},PADA,,
cast's,¿ÚÑÆÚ^ÀÚÑÆÚ[>×Ú¡¸Ú+]{vib:³Ú},SABDA,,
cast,¿ÚÑÆÚ^ÀÚÑÆÚ[>×Ú¡¸Ú+]{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/cast
castanets,³ÏèÂÚÑ,FROMNET,,
caste's,ºÚÂÛ{vib:³Ú},SABDA,,
caste,ºÚÂÛ{0},PADA,,
caster,ÀÑÚ§³ÚÏ,Designation_and_Department_Names:HARIRAM,,
castes',ºÚÂÛ{s}{vib:³Ú},SABDA,,
castes,ºÚÂÛ{s},SABDA,,
casting,¿ÚÑÆÚ^ÀÚÑÆÚ[>×Ú¡¸Ú+]~{ing},SABDA,,
castle's,ÄİÏèµ{vib:³Ú},SABDA,,
castle,ÄİÏèµ{0},SABDA,,
castled,ÄİÏèµ~{ed/en},SABDA,,
castles',ÄİÏèµ{s}{vib:³Ú},SABDA,,
castles,ÄİÏèµ~{s},SABDA,,
castling,ÄİÏèµ~{ing},SABDA,,
casts',¿ÚÑÆÚ^ÀÚÑÆÚ[>×Ú¡¸Ú+]{s}{vib:³Ú},SABDA,,
casts,¿ÚÑÆÚ^ÀÚÑÆÚ[>×Ú¡¸Ú+]~{s},SABDA,,
casual,¥³×èÌÛ³,THAKURDASSJI,,
cat's,ÊÛÑèÑÜ`{vib:³Ú},SABDA,,
cat,ÊÛÑèÑÜ`{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/cat
catalogue,×Ş¸Ü/³èÏèÏÌÚÄáÕ~×Ş¸ÜGraphical/Multimedia-System,,
cataloguer,×Ş¸Ü³ÚÏ,Designation_and_Department_Names:HARIRAM,,
catcher's,È³¿éÆáÔÚÑÚ{vib:³Ú},SABDA,,
catcher,È³¿éÆáÔÚÑÚ{0},SABDA,,
catchers',È³¿éÆáÔÚÑÚ{s}{vib:³Ú},SABDA,,
catchers,È³¿éÆáÔÚÑÚ{s},SABDA,,
catechize,ºÛºè¼Ú×Ú~ÈèÏ³½~³ÏÆÚ,BHATIA,,
categories',ÔÏèµ{s}{vib:³Ú},SABDA,,
categories,ÔÏèµ{s},SABDA,,
category's,ÔÏèµ{vib:³Ú},SABDA,,
category,ÔÏèµ{0},SABDA,,
catenation,ÕèÏß¢´ÑÆ~/~ÕèÏ´¢ÑÆ,Data-Structures/Algorithms/Standards,,
cater,ÈÏå×ÆÚ{0},SABDA,,
catered,ÈÏå×ÆÚ~{ed/en},SABDA,,
catering,ÈÏå×ÆÚ~{ing},SABDA,,
caters,ÈÏå×ÆÚ~{s},SABDA,,
catholic,³âÃåÑÛ³~§×Ú§[-],SABDA,,
cats',ÊÛÑèÑÜ`{s}{vib:³Ú},SABDA,,
cats,ÊÛÑèÑÜ`~{s},SABDA,,
catted,ÊÛÑèÑÜ`~{ed/en},SABDA,,
catting,ÊÛÑèÑÜ`~{ing},SABDA,,
cattle's,ÀåÏ{vib:³Ú},SABDA,,
cattle,ÀåÏ{0},SABDA,,
cattles',ÀåÏ{s}{vib:³Ú},SABDA,,
cattles,ÀåÏ{s},SABDA,,
caucus,µİ½/³Ú³×,BHATIA,,
cause's,³ÚÏÁ{vib:³Ú},SABDA,,
cause,³ÚÏÁ{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/cause
caused,³ÚÏÁ~{ed/en},SABDA,,
causes',³ÚÏÁ{s}{vib:³Ú},SABDA,,
causes,³ÚÏÁ~{s},SABDA,,
causing,³ÚÏÁ~{ing},SABDA,,
caution's,¸áÂÚÔÆÜ^×ÚÔÅÚÆÜ{vib:³Ú},SABDA,,
caution,¸áÂÚÔÆÜ^×ÚÔÅÚÆÜ{0},SABDA,,
cautioned,¸áÂÚÔÆÜ^×ÚÔÅÚÆÜ~{ed/en},SABDA,,
cautioning,¸áÂÚÔÆÜ^×ÚÔÅÚÆÜ~{ing},SABDA,,
cautions',¸áÂÚÔÆÜ^×ÚÔÅÚÆÜ{s}{vib:³Ú},SABDA,,
cautions,¸áÂÚÔÆÜ^×ÚÔÅÚÆÜ~{s},SABDA,,
cavalries',¶İ¿é×ÔÚÏ~×áÆÚ{s}{vib:³Ú},SABDA,,
cavalries,¶İ¿é×ÔÚÏ~×áÆÚ{s},SABDA,,
cavalry's,¶İ¿é×ÔÚÏ~×áÆÚ{vib:³Ú},SABDA,,
cavalry,¶İ¿é×ÔÚÏ~×áÆÚ{0},SABDA,,
caviare,Ì¹ÑÜ~³Ú~¥ºÚÏ,FROMNET,,
caway,¾áÑÚ^¹³¿éÚ{0},SABDA,,
cawayed,¾áÑÚ^¹³¿éÚ~{ed/en},SABDA,,
cawaying,¾áÑÚ^¹³¿éÚ~{ing},SABDA,,
caways,¾áÑÚ^¹³¿éÚ~{s},SABDA,,
cease,´éÂèÌ~ØåÆÚ1^´ÚÂèÌÚ{0},SABDA,,
cease-fire's,ÍİÄèÅÔÛÏÚÌ{vib:³Ú},SABDA,,
cease-fire,ÍİÄèÅÔÛÏÚÌ{0},SABDA,,
cease-fires',ÍİÄèÅÔÛÏÚÌ{s}{vib:³Ú},SABDA,,
cease-fires,ÍİÄèÅÔÛÏÚÌ{s},SABDA,,
ceased,´éÂèÌ~ØåÆÚ1^´ÚÂèÌÚ~{ed/en},SABDA,,
ceasefire's,ÍİÄèÅÔÛÏÚÌ{vib:³Ú},SABDA,,
ceasefire,ÍİÄèÅÔÛÏÚÌ{0},SABDA,,
ceasefires',ÍİÄèÅÔÛÏÚÌ{s}{vib:³Ú},SABDA,,
ceasefires,ÍİÄèÅÔÛÏÚÌ{s},SABDA,,
ceases,´éÂèÌ~ØåÆÚ1^´ÚÂèÌÚ~{s},SABDA,,
ceasing,´éÂèÌ~ØåÆÚ1^´ÚÂèÌÚ~{ing},SABDA,,
ceiling's,ËÜÂÏÜ~¹Â^¨¸è¸ÂÌ~×ÜÌÚ{vib:³Ú},SABDA,,
ceiling,ËÜÂÏÜ~¹Â^¨¸è¸ÂÌ~×ÜÌÚ{0},SABDA,,
ceilings',ËÜÂÏÜ~¹Â^¨¸è¸ÂÌ~×ÜÌÚ{s}{vib:³Ú},SABDA,,
ceilings,ËÜÂÏÜ~¹Â^¨¸è¸ÂÌ~×ÜÌÚ{s},SABDA,,
celebrate,¨Âè×Ô~ÌÆÚÆÚ/ÍÕ~ÉâÑÚÆÚ{0},SABDA,,
celebrated,¨Âè×Ô~ÌÆÚÆÚ/ÍÕ~ÉâÑÚÆÚ~{ed/en}[-],SABDA,,
celebrates,¨Âè×Ô~ÌÆÚÆÚ/ÍÕ~ÉâÑÚÆÚ~{s},SABDA,,
celebrating,¨Âè×Ô~ÌÆÚÆÚ/ÍÕ~ÉâÑÚÆÚ~{ing},SABDA,,
celebration's,×ÌÚÏåØ{vib:³Ú},SABDA,,
celebration,×ÌÚÏåØ{0},SABDA,,
celebrations',×ÌÚÏåØ{s}{vib:³Ú},SABDA,,
celebrations,×ÌÚÏåØ{s},SABDA,,
cell's,³³èÖ/³åÕÛ³Ú{vib:³Ú},SABDA,,
cell,³³èÖ/³åÕÛ³Ú{0},SABDA,,/home/amba/anusAraka/ENGLISH/HND/paxa/essays/cell
cellar's,ÂØ´éÚÆÚ{vib:³Ú},SABDA,,
cellar,ÂØ´éÚÆÚ{0},SABDA,,
cellared,ÂØ´éÚÆÚ~{ed/en},SABDA,,
cellaring,ÂØ´éÚÆÚ~{ing},SABDA,,
cellars',ÂØ´éÚÆÚ{s}{vib:³Ú},SABDA,,
cellars,ÂØ´éÚÆÚ~{s},SABDA,,
cello,×áÑå/ÔÚÍåÑÜÆè~ÊÚºÚ,FROMNET,,
cellophane,ÕèÍÚÆè~×á~ÊÆÚÍÚ~Øİ¥~ÈÚÏÄÏèÕ³~Ô×èÂèÏ,FROMNET,,
cellphone,×áÑÉåÆ~{0},SABDA,,
cellphones,×áÑÉåÆ~{s},SABDA,,
cells',³³èÖ/³åÕÛ³Ú{s}{vib:³Ú},SABDA,,
cells,³³èÖ/³åÕÛ³Ú{s},SABDA,,
cellulose,³å×è¾ÈİÏèÁ,FROMNET,,
cement's,×ÜÌá¢½^×èÃÚÍÜ~×¢Ê¢Å~³Ú~¥ÅÚÏ{vib:³Ú},SABDA,,
cement,×ÜÌá¢½^×èÃÚÍÜ~×¢Ê¢Å~³Ú~¥ÅÚÏ{0},SABDA,,
cemented,×ÜÌá¢½^×èÃÚÍÜ~×¢Ê¢Å~³Ú~¥ÅÚÏ~{ed/en},SABDA,,
cementing,×ÜÌá¢½^×èÃÚÍÜ~×¢Ê¢Å~³Ú~¥ÅÚÏ~{ing},SABDA,,
cements',×ÜÌá¢½^×èÃÚÍÜ~×¢Ê¢Å~³Ú~¥ÅÚÏ{s}{vib:³Ú},SABDA,,
cements,×ÜÌá¢½^×èÃÚÍÜ~×¢Ê¢Å~³Ú~¥ÅÚÏ~{s},SABDA,,
cemetary,³ÊÏ×èÂÚÆ,FROMNET,,
cemeteries',³ÊèÏÛ×èÂÚÆ{s}{vib:³Ú},SABDA,,
cemeteries,³ÊèÏÛ×èÂÚÆ{s},SABDA,,
cemetery's,³ÊèÏÛ×èÂÚÆ{vib:³Ú},SABDA,,
cemetery,³ÊèÏÛ×èÂÚÆ{0},SABDA,,
cent's,×â³¿éÚ/×á¢½{vib:³Ú},SABDA,,
cent,×â³¿éÚ/×á¢½{0},SABDA,,
center's,³á¢ÄèÏ{vib:³Ú},SABDA,,
