attorney-at-law	pramANiwa_aBikarwA
obdurate	haTIlA
obedient	AjFAkArI
obeisence	Axara
obelisk	smArakaswaMBa
obese	motApA
obey	AjFApAlana_kara
obfuscats	samaJa_ke_pare_kara
obituary	mqwyuleKa
objection	Apawwi
objectionable	ApawwipUrNa
objectively	niRpakRa_rUpa_se
obligate	majabUra
obligation	bAXyawA
obligatory	jarUrI
obligetion	majabUrI
oblique	aprawyakRa
obliterate	pUrA_bUJAz_xe
oblivion	behoSa
oblivious	anajAna
obloquy	kadI_tIkA
obnoxious	apriya
oboe	obo
obscene	asaBya
obscenity	aSlIla
obscurantism	purAnapanWI
obscuratism	jAnabUJakara_ajFAna_kA_aMXerA_PElAnA
obscurity	acarciwa_honA
obsequians	maskA_lagAnA
obsequies	mEyawa_ke_rIwirivAja
observable	avalokanIya
observance	sAmAjika
observatary	wArAGara
observation	avalokana
observe	avalokana_kara
observer	prekRaka
obsess	dUbe_raha
obsession	junUna
obsessional	manograswa
obsessive	jAxA_hI_graswa
obsolescent	purAnA
obsolete	apracaliwa
obstacle	avaroXa
obstetrician	prasUwiwajFa
obstetrics	prasUwi_SAswra
obstinacy	jixa
obstinate	haTIlA
obstreperous	kAbU_ke_pare
obstrnet	roXa_lagA
obstruction	avaroXa
obstructionism	avaroXa_kI_nIwi
obstructive	jAnabUJakara_avaroXakArI
obstrude	Wopa
obtain	prApwa_kara
obtrvive	pIdAxAyaka
obtuse	beakala
obverse	ulata
obviate	jarUrI_na_samaJa
obvious	spaRta
obviously	spaRta_rUpa_se
occasional	prAsaMgika
occasionally	kaBIkaBI
occcurrence	GatanA
occident	paScima
occidental	pAScimAwya
occult	gupwa
occupant	aXiBokwA
occupation	vyavasAya
occupational	vyavasAyawmaka
occupier	aXivAsI
occur	aswiwva_meM_ho
occurrence	GatanA
ocean	mahAsAgara
oceanic	mahAsAgarIya
oceanography	mahAsAgaroM_kA_aByAsa
ocelot	letina_amerikana_billA
octagon	aRtakoNa_Akqwi
octagonal	aNtakonIya
octane	eka_rasAyana
octave	sUrasapwaka_kI_Sruti
octet	ATa_gAyakoM_kA_samUha
octogenerian	assI_se_jyAxA_lekina_nabbe_se_kama_umravAlA
octopus	samuxrIya_jIva
ocular	xqRtisaMbanXika
oculist	AzKoM_kA_wajFA
oddity	viRamawA
oddly	ajIba_waraha_se
ode	kaviwA
odious	apriya
odour	ganXa
ofcourse	beSaka
offence	aparAXa
offender	aparAXI
office	xaPwara
officer	aXikArI
officially	sarakArI_wOra_se
officiate	kisI_paxa_para_kAma_kara
offing	nikata_BaviRya_meM
offset	prawisaMwulana
offshoot	aMkura
offspring	sanwAna
oft	bahuXA
oh	Aha
oilman	welI
oily	welahA
ointment	marahama
old-fashioned_word	purAne_PESana_kA
olden	prAcIna
oligarchy	alpawanwra
olive	jEwUna
omen	Saguna_cihna
ominous	apaSaguna
omission	cUka
omit	Coda_jA
omnibus	basa
omnipotent	sarva-Sakwi-mAna
omnipresent	sarvavyApaka
once	eka_bAra
one-hundred_word	ekasO
oneness	ekawA
onerous	BArI
oneself	svayaM
onion	pyAja
onlooker	wamASabIna
onset	SuruAwa
onslaught	BIRaNa_AkramaNa
onto	para
onus	xAyiwva
onyx	sulemAnI_pawWara
opal	xUXiyA_pawWara
opaque	apAraxarSI
opener	KolanevAlA
opening	KulI_jagaha
openly	prakata_rUpa_se
openness	sAxagI
opera	gIwi
operatic	sAMgIwIya
operation	cAlana
operator	pracAlaka
ophthalmic	AzKa_kA
opiate	svApaka
opine	rAya_ho
opinion	rAya
opponent	vipakRa
opportune	suviXA_kA
opportunity	mOkA
oppose	viroXa_kara
opposition	viroXa
oppress	xamana_kara
oppression	xamana
oppressive	awyAcArapUrNa
oppressor	awyAcArI
optic	xqRti
optics	xqgvixyA
optimal	anukUlawama
optimism	ASAvAxa
optimist	ASAvAxI
optional	vEkalpika
opulence	bahuwAyawa
opulent	xOlawamanxa
or	yA
oracle	xevavANI
oral	mOKika
orally	mOKika_rUpa_se
orator	vakwA
oratory	vAkpatuwA
orbit	newra_kotara
orchard	PaloxyAna
orchestra	vAxya_vqnxa
ordain	aBiReka_kara
ordeal	agni_parIkRA
ordinance	aXyAxeSa
ordinarily	sAmAnya_rUpa_se
ordinary	sWAnIya_XarmAXyakRa
ordination	purohiwABiReka
ordnance	wopeM
ore	kaccI_XAwu
organ	aMga
organism	saMgaTiwa_SarIra_racanA
organist	Argana_bajAne_vAlA
organization	saMgaTana
organize	saMgaTiwa_kara
orgy	maxya_pAna_uwsava
oriel	JaroKA
orient	pUrva
origin	mUla
original	mOlika
originality	mOlikawA
originally	mUlawaH
originate	janma_ho
originator	AraMBaka
ornamental	SoBApraxa
ornamentation	alaMkaraNa
ornate	alaMkqwa
ornithologist	pakRi_vijFAnI
orphan	anAWa
orphanage	anAWAlaya
orthodox	prAmANika
orthodoxy	prAmANikawA
orthography	varwanI_vixyA
oscillate	dola
oscillation	xolana
ostensible	prakata
ostensibly	prakata_rUpa_se
ostentatious	AdambarI
ostracism	nirvAsana
ostracize	bahiRkqwa_kara
ostrich	Suwura_murga
others	anya
otter	UxabilAva
ouch	hAya
ounce	eka_wola
our	hamArA
ours	hamArA
ourselves	svayam
oust	aXikAra_se_haTA
ouster	bexaKalI
out-degree_word	barhiHkoti
outage	bijalI_ke_binA_kAlAvaXi
outback	kinAre_se_xUra
outbid	se_jyAxA_bolI_lagA
outbound	bahirgAmI
outbreak	prAxurBAva
outbuilding	bAharI_hissA
outburst	prakRoBa
outclass	behawara_ho
outcome	pariNAma
outcrop	pawWara
outcry	prakRoBa
outdate	purAnA
outdistance	nikala_jA
outdo	kisI_se_jyAxA_behawara_kAma_kara
outermost	sabase_jyAxA_kenxrAvasArI
outfall	pravAha_kA_muKa
outfield	KelapattI_se_xUra_KilAdI
outfielder	KelapattI_se_xUra_kone_meM_KElawA_KilAdI
outfight	se_jyAxA_behawara_lada
outfit	sAmagrI
outfitters	kapadoM_kA_vyApArI
outflank	pare_hatakara_pICe_se_hamalA_kara
outflow	bahAva
outfox	buxxU_banA
outgrow	se_badA_ho_jA
outgrowth	pariNAma
outgun	se_aXika_sEnyaSakwi_ho
outlandish	bewukA
outlay	vyaya
outlet	vikrI_kenxra
outlive	se_jyAxA_jI
outlook	xqRtikoNa
outlying	xUra
outmanoeuvre	harA
outmoded	purAne_DaMga_kA
outnumber	se_saMKyA_jyAxA_ho
outpace	se_wejI_se_baDa
outpatient	bahirogI
outperform	se_behawara_kAma_kara
outplay	harA
outpoint	jyAxA_prApwAMka_pAkara_harA
outpost	sImA_cOkI
outpour	bahuwa_hI_jyAxA_uwpAxana
outpourings	awyuwkata_AviRkAra
outrageous	cOMkA_xenevAlI
outrank	se_behawara_ho
outre'	hakkAbakkA_karanevAlA
outreach	haxa_se_pare_jAnA
outrider	saMrakRaka
outright	muzha_para_bawAyA_gayA
outrun	se_jyAxA_wejI_se_xOda
outsell	se_jyAxA_bikrI_ho
outset	SuruvAwa_se_hI
outsider	parAyA
outsize	bade_nApa_kA
outskirts	bAharI_hissA
outsmart	hoSiyArI_se_hAsila_kara
outspoken	muzhaKulA
outspread	bahuwa_xUra_waka_PElA_huA
outstand	aprawima
outstay	bahuwa_xera_raha
outstrip	Age_nikala_jA
outward	bAhya
outwardly	bAhyawaH
outwards	bahirgAmI
outweigh	mahawvapUrNa_sAbiwa_ho
outwit	hoSiyArI_se_harA
outworn	purAne_DaMga_kA
ouzo	mAxaka_peya
oval	aNdAkqwI
ovarian	bIjakoSa_sambanXI
ovary	aNdASaya
ovation	wAliyAz
oven	BattI
ovenready	BattI_ke_lie_upayukwa
ovenware	nIce_girA_huA
overact	kqwrima_aBinaya_kara
overarch	sarvasamAveSaka
overarm	kriketa_meM_bOliMga_kI_eka_SElI
overawe	pUrNawaH_praBAviwa_kara
overbalance	sanwulana_Kone_se_gira
overbear	manamAnI_karanevAlA
overblown	baDA_caDA
overboard	jahAja_para_se
overbook	jarUrawa_se_jyAxA_ArakRaNa_kara
overburden	jyAxA_Boja_dAla
overcast	AcCAxiwa
overcoat	Upara_pahananevAlA_badA_kota
overcome	vaSIBUwa_kara_le
overcompensate	kamI_pUrI_kara
overcook	aXika_pakA
overcut	awyaXika_kAta
overdo	awi_kara_xe
overdraft	KAwe__meM_jamA_se__aXika_rakama_nikAlanA
overdraw	jamA_se_aXika_rupayA_nikAla
overdrawn	bEMka_KAwe_meM_se_aXika_Xana_nikAlA_huA
overdress	sajAyA-sazvArA_huA
overdrive	weja_gawi_karane_vAlA_giyara
overdue	avaXi_bIwane_para_BI_jo_cukAyA_na_gayA_ho
overeat	awyaXika_KA
overemphasis	awyaXika_jora
overexpose	aXika_xera_waka_Kule_me_raKa
overexposure	aXika_anAvaraNa
overfishing	maCaliyoM_kA_awyaXika_pakada
overfly	kisI_sWAna_ke_Upara_uda
overground	XarAwala_meM
overgrown	aXika_baDA_huA
overgrowth	awivqxXi
overhang	bAhara_latakA_ho
overheads	UparI_Karca_se_sambanXiwa
overhear	cupake_se_suna
overheat	bahuwa_garma_kara
overkill	awyaXika_vinASakArI_kRamawA
overland	sWala_mArga_se
overlap	Daka_le
overleaf	pqRTa_ke_usa_waraPa
overlook	XyAna_meM_na_lA_pA
overlord	aXipawi
overman	jisameM_jarUrawa_se_jyAxA_karmacArI_Bare_hoM
overpass	pAra_kara
overpay	Xika_wanaKvAha_xe
overpayment	aXika_BugawAna
overrate	aXika_mUlyAMkana_kara
overreach	pare_nikala_jA
overreact	prawikriyA_kara
overreaction	awyaXika_prawikriyA
override	niraswa_kara_xe
overrule	raxa_kara_xe
overseas	samuxra_pAra
oversee	nirIkRaNa_kara
overseer	paryavekRaka
overshadow	mahawva_meM_baDa_caDakara_ho
overshoot	lakRya_se_pare_jA
oversight	xqRtiBrama
oversimplification	awyaXika_saralIkaraNa
oversimplify	kuCa_jyAxA_hI_sarala_banA_xe
oversized	bahuwa_badA
oversleep	aXika_xera_waka_sowe_raha
overstate	baDA_caDA_kara_kaha
overstatement	awyukwipUrNa_kaWana
overstep	awikramaNa_kara
overstock	aXika_mAwrA_meM_saMcaya_kara
overt	KulA
overthrow	paxa_se_nikAla
overtone	aXisvara
overture	gAnA_prAramBa_karane_kA_gIwa
overturn	ulata_xe
overuse	bahuwa_aXika_kAma_meM_lA
overview	siMhAvalokana
overweening	AwmaviSvAsa
overweight	BArI_SarIravAlA
overwrite	liKe_para_liKa
overwrought	awi_uwwejiwa
ovoid	aMdAkAra
owl	ullU
owner	mAlika
ownership	svAmiwva
ox	bEla
oxide	OYksAida
oxidize	jaMga_laga
oxyacetylene	OYksiasitelena
oxygen	AksIjana
oxygenate	AksIjana_se_milA
oyster	Sukwi
ozone	ojona
pH	mittI_meM_esida_mApaka
pacemaker	Age_calanevAlA
pachyderm	motI_carabIvAlA_paSu
pacification	SAMwi_karaNa
pacifier	SAMwa_karanevAlA
pacifism	SAMwi_mArga
pacifist	SAMwi_kAmI
pacify	SAMwa_kara
packet	potalI
pact	samaJOwA
paddle	CotA_cappU
paddock	jAnavaroM_kA_bAdA
paddy	XAna
paediatrics	SiSusaMbaMXI_xavAiyAz
paen	vijayagIwa
page	pqRTa
pageant	wamASA
pagoda	bOxXamaMxira
paid	cukAyA
pail	dola
painfull	pIdApUrNa
painkiller	pIdAhArI_ORaXI
painless	xarxarahiwa
painstaking	pariSramapUrNa
paintbox	raMga_kA_dibbA
paintbrush	raMgane_vAlA_braSa
painter	ciwrakAra
paintwork	ciwriwa_kAma
pairs	jode
paisley	GumAvaxAra_namUnA
pajama	pajAmA
pal	miwra
palace	mahala
palaeolithic	purAyugIna
palaeontology	jIvASma-vijFAna
palatable	svAxiRta
palate	wAlU
palatial	rAjasI
palaver	bakavAxa
palely	PIke_se
palette	raMga_milAne_kI_waKwI
palimpsest	uparyAliKiwa_carmapawra
palindrome	vilomapaxa
pallet1	sAmAna_le_jAne_yA_raKane_ke_liye_KAzcA
pallet2	wqNaSayyA
palliate	kama_kara
palliative	laGukArI
pallid	vivarNa
pallor	PIkApana
pally	mEwrIpUrNa
palmist	haswareKA-SAswrI
palpable	sparSanIya
palpitate	jalxI_Xadaka
palpitation	GabarAhata_honA
palsy	pakRAGAwa
paltry	bahuwa_WodA_sA
pamphlet	parce
panacea	sarva_roga_nASaka_ORaXI
panache	kalazgI
panalella	eka_pawalA_laMbA_sigAra
panama	bAzsa_se_banI_huI_topI
pancake	cillA
pancreas	agnyASaya
pancreatic	agnyASaya_saMbaMXI
panda	cIna_kA_BAlU
pandemonium	hullada
pander	kutanAI_kara
pane	Palaka
panegyric	guNagAna
panellist	xala_kA_saxasya
pang	pIdA
panicky	AwaMkiwa
pannier	tokarA
panoply	kavaca
panorama	xqSyapatala
panoramic	viSAlaxarSI
pansy	banaPUla
pantaloons	pawalUna
pantechnicon	Parnicara_goxAma
pantheism	brahmavAxa
pantheist	brahmavAxI
pantheon	sarvaxevamaMxira
panther	weMxuA
panties	swriyAz_xvArA_pahanejAnevAlI_BIwarI_poSAka
pantihose	cuswa_kapade
pantile	GumOA_Caxa
pantomime	mUkABinaya
pantry	rasoI_BAMdAra
pants	pawalUna
pantsuit	pEMta_kota_kA_jodA
pap	leI
papa	piwA
paparazza	pawrakAra
papaw	wAda_kI_waraha_eka_vqkRa
papay	popa_kA_paxa
paper	pawra
paperback	ajilxa
paperweight	xAba
paperwork	kAgajI_kAryavAhI
papery	kAgajI
papirika	pisI_huI_lAla_mirca
papist	popa_kA_samarWaka
parable	nIwikaWA
paraboil	ubAla
parabola	anuvqwwa
parachutist	CawarI_sEnika
paradise	svarga
paradox	viroXABAsa
paraffin	parAPina
paragon	AxarSa
paragraph	anucCexa
parakeet	DelaharA_wowA
parallel	samAnAMwara
parallelogram	samAnAMwara_cawurBuja
paralyse	lakavA_mAra
paralysis	lakavA
paralytic	lakavAgraswa
paramedic	xAkwara_kA_sahAyaka
parameter	gaNiwa_meM_sWira_rASI
paramount	sarvaSreRaTa
paranoia	saMviBrama
paranoid	pAgala
paranormal	asAXAraNa
parapet	prakAra
paraphase	BAvAnuvAxa
paraphernalia	nijI_sAmagrI
paraplegia	aXarAMgaGAwa
parapsycology	parA_manovijFAna
parasite	parASrayI
parasitic	parajIvI
parasol	CawarI
paratrooper	CawarI_sEnika
paratroops	CawarI_senA
parcel	pArsala
parch	JalasanA
parent	mAz_bApa
parentage	janakawA
parenthetically	koRTakoM_meM
pariah	aCUwa
pariance	BARASElI
parious	joKima
parish	carca
parisian	pErisavAsI
parision	pallIvAsI
parity	barAbarI
parka	eka_garma_jEkita
parkin	axaraka_se_banAyA_gayA_keka
parkland	Kewa
parley	saMXi_vArwA_kara
parliament	saMsaxa
parliamentarian	saMsaxa_kA_meVMbara
parliamentary	saMsaxIya
parlour	bETaka_KAnA
parochial	saMkIrNa
parody	vixrUpikA
parole	prawijFA_para_kArAmukwi
paroxysm	Avega
parsee	pArasI
parsimony	miwavyayawA
parsnip	cukaMxara
parson	pAxarI
part-time_word	aMSakAlika
partake	BAga_le
partial	AMSika
participant	BAgagrAhI
participate	BAga_le
participle	kqxaMwa
particle	kaNa
particular	viSiRta
particularly	viSeRa_rUpa_se
partidge	wIwara
partisan	samarWaka
partition	viBAjana
partitive	aMSaboXaka
partly	kuCa_aMSoM_meM
partner	sAJIxAra
partyman	xala_kA_saxasya
parvence	nayA_amIra
pascal-plus_word	pAskalaplasa
pass	gujara
passably	svIkaraNIya_rUpa_se
passage	anucCexa
passbook	pAsabuka
passenger	yAwrI
passer-by_word	pAsa_se_gujaranevAlA
passion	BAvAveSa
passionate	BAvuka
passive	niRkriya
passiveness	niRkriyawA
passport	pAsaporta
password	saMkewa_Sabxa
pastime	manabahalAva
pastor	pAxarI
pastry	pestrI
pasture	cArA
patchwork	guxadI
pate	KopadI
patella	GutanoM_kI_haddI
paternal	pEwqka
paternity	piwqwva
path	paWa
pathetic	karuNAjanaka
pathologist	rogavijFAnI
pathology	roga_lakRaNa_vixyA
pathos	karuNa_rasa
pathway	paWamArga
patience	XIraja
patiently	XEryapUrvaka
patio	cabUwarA
patriarch	kula_piwA
patricide	piwA_kI_hawyA
patridge	wiwara
patrimony	pEwrika_saMpawwi
patriot	xeSaBakwa
patriotic	xeSaBakwi
patriotism	svaxeSa-prema
patron	saMrakRaka
patronage	saMrakRawA
patronize	saMrakRaNa_kara
patten	KadAzU
paucity	kamI
paunch	wonxa
pauper	nirXana_manuRya
pave	IMta_jada
pavement	pevameMta
pavilion	pEviliyana
pay-roll	vewana
pay-roll_word	vewana
pay-rolls_word	vewana
payable	jo_BugawAna_karanA_cAhie
payload	bama_yA_misAila_ke_PUtane_kA_sAmarWya
paymaster	wanaKvAha_bAztane_vAlA
payment	BugawAna
payout	pEsoM_kA_viSAla_BugawAna
payroll	vewana
pea	matara
peace	amana
peaceable	SAnwiSIla
peaceably	SAnwipriyawA_se
peaceful	SAnwa
peacefully	SAnwi_se
peacemaker	saMXAwA
peacetime	SAnwikAla
peacock	mora
peaky	bImArI
peanut	mUzgaPalI
pear	nASapAwI
pearl	mowI
pearly	mowiyA
peasant	kisAna
peasantry	kisAna_samuxAya
peat	pAzsa
pebble	kaMkada
peccary	sUara_jEsA_jAnavara
pecker	kadakodA
peckish	BUKA
pectoral	CAwI_saMbanXI
peculiar	asAmAnya
peculiarity	viSiRtawA
peculiarly	viSeRawA_se
pecuniary	Xana-saMbanXI
pedagogue	aXyApaka
pedant	latakana
peddle	PerI_lagA
pedicure	pEroM_kI_saPAI_karanA
pedigree	vaMSa
pedlar	PerI_vAlA
pee	peSAba_kara
peeler	CilanevAlA
peerage	saxasyawA
peeress	aBijAwa_mahilA
peerless	anupama
peevish	cidacidA
peewit	titaharI
pejorative	ninxAwmaka
pekineses	eka_prakAra_kA_kuwwA
pelagic	velApavarwI
pelican	jalAsiMha
pellagra	carmagrAha
pellet	golI
pellucid	nirmala
pelmet	pelameta
pelvic	SroNIya
pelvis	SroNi-praxeSa
pen	kalama
penal	xaNda_viRayaka
penalize	xaNdiwa_kara
penalty	xaNda
penance	prAyaSciwwa
pence	pEnsa
penchant	viSeRa_ruci
pend	vicArAXIna
pendant	lolaka
pendulous	lola
pendulum	lolaka
penetrable	CexanIya
penetration	veXana
penetrative	kuSAgra
penguin	eka_cidiyA
penicillin	peMsilina
peninsula	prAyaxvIpa
peninsular	prAyaxvIpIya
penitence	paScAwwApa
penitent	paScAwwApI
penitential	paScAwwApI
penitentiary	banxIgqha
pennant	pawAkA
penniless	kaMgAla
penny	penI
pension	nivqwwi_vewana
pensionable	peMSanayogya
pensioner	peMSanaBogI
pensive	viRaNNa
pensively	viRaNNa_waraha_se
pentagon	paMcaBujI
pentagonal	paMcaBujIya
pentameter	paMcapaxI_paxya
penthouse	sAyabAna
penultimate	upAnwya
penurious	garIba
penury	xarixrawA
peony	raMga-biraMge_PUloM_vAlA_pOXA
people	loga
pep	owa_prewa_kara
pepper	gola_mirca
peppermint	pIparamiMta
peptic	agnivarXaka
perambulation	cahalakaxamI
perambulator	baccA_gAdI
perceive	meVhasUsa_kara
percent	prawiSawa
percentage	prawiSawawA
perceptible	prawyakRa
perceptibly	prawyakRarUpa_se
perception	prawyakRa_jFAna
perceptive	jFAnaviRayaka
perceptively	kuSAgrabuxXi_se
perchance	kaxAciwa
percipent	jalxI_grahaNa_karane_yogya
percolate	bUMxa_bUMxa_karake_tapaka
percolator	kAPI_banAne_kA_yanwra
percussion	wabalA_Axi_vAxya_yanwra
percussionist	vAxya_yanwra_bajAnevAlA
perdition	naraka_vAsa
peregrine	baharI
peremptorily	alaMGanIya_rUpa_se
peremptory	anawikramaNIya
perestroika	ArWika_yA_rAjakIya_saMskaraNa
perfection	saMpUrNawA
perfectionist	pUrNawAvAxI
perfectly	pUrNawaH
perfidious	viSvAsaGAwI
perfidy	kapata
perforace	balapUrvaka
perforate	Cexa
perforation	CexoM_kI_kawAra
performance	kArya
performer	aBinewA
perfrumery	iwra_banane_yA_bikane_kI_xukAna
perfunctory	uwsAhahIna
pergola	maMdapa
perhaps	SAyaxa
peri	cAroM_ora_ke_arWa_meM_upasarga
perigrination	yAwrA
peril	KawarA
perilious	KawaranAka
periliously	saMkatapUrNa_rUpa_se
perimeter	pariXi
period	kAla
peripatetic	jagaha_jagaha_GUmanevAlA
peripheral	gONa
periphery	GerA
perishable	bigadanevAlA
peritonitis	peta_kI_JillI_kA_roga
perkiness	akada
perky	PurwIlA
permafrost	sWAyI_wURAra
permanence	sWAyiwva
permanent	sWAyI
permanently	sWAyI_rUpa_se
permeability	pAragamyawA
permeation	pAragamana
permissible	anujFeya
permission	ijAjawa
permissive	anumawi_xene_vAlA
permutation	kramacaya
pernicious	hAnikara
pernickety	xuRwoRaNIya
peroration	upasaMhAra
peroxide	rasAyanika
perpendicular	aBilamba
perperator	pApa_karma_karane_vAlA
perpetrate	pApa_yA_xoRa_kara
perpetration	aparAXa_karma
perpetual	cirasWAyI
perpetually	cirasWAyI_waraha_se
perpetuate	sWAyI_banA
perpetuation	sWAyIkaraNa
perpetuity	niranwarawA
perpexedly	vyAkulawA_se
perplexed	vyAkula
perplexity	GabarAhata
perquisite	anulABa
perry	nASapAwI_kI_maxirA
pers	vyakwi
persecute	uwpIdiwa_kara
persecution	uwpIdana
persecutors	uwpIdaka
persentation	praswuwIkaraNa
perseverance	niranwara_prayawna
persians	PArasI
persimmon	weMxU_Pala
persistence	aBiniveSa
persistent	jixxI
persistently	jixxI_waraha_se
person	vyakwi
persona	aBinaya
personable	sunxara
personage	mAnya_vyakwi
personal	vEyakwika
personality	vyakwiwva
personalize	vyakwigawa_banA_le
personally	svayaM
personification	mAnavIkaraNa
personify	mAnavIkaraNa_kara
personnel	karmacArI_varga
perspective	pariprekRya
perspex	pAraxarSIyawA
perspicacious	sUkRmaxarSI
perspiration	pasInA
perspire	pasInA_bahA
persuade	rAjI_kara
persuasion	anunaya
persuasive	praBAvapUrNa
pert	uxXawa
pertain	se_sambaMXa_raKa
pertinacious	xqDa_prawijFa
pertinent	prAsaMgika
perturb	uxvigna_kara_xe
peruse	anuSIlana_kara
pervade	meM_vyApwa_ho
pervalent	pracalana
pervasive	sarvavyApI
perverse	vikqwa
perversion	kAmavikqwi
perversity	vikqwi
perverter	paWa_BraRta_karanevAlA
peseta	spena_kI_muxrA
pesky	waMga_karane_vAlA
peso	letina_amerikA_Ora_Pilippinsa_kI_muxrA
pessary	pesarI
pessimism	nirASAvAxa
pessimist	nirASAvAxa
pessimistic	nirASAvAxAwmaka
pest	hAnikAraka_jIva
pester	sawA
pesticide	kItanASakaxavA
pestilence	mahAmArI
pestilential	pareSAna_karanevAlA
pestle	mUsalI
petal	pazKudI
petalled	pazKudIxAra
petite	TiMganI
petition	nivexanapawra
petitioner	arjIxAra
petrel	samuxrakAka
petrifaction	paWarAnA
petrify	aSmIkqwa_ho
petrochemical	petro-rasAyana
petrol	petrola
petroleum	petroliyama
petrology	SElavijFAna
petticoat	petIkota
pettish	wunakamijAja
petty	nagaNya
petulance	cidacidApana
petulant	cidacidA
petulantly	cidacidA_kara
petunia	saMXyA_mAlawI
pew	girajAGara_meM_Asana
pewit	titaharI
pewter	jaswA
phalanx	vyUha
phantasm	mohaCAyA
phantasmagoria	mAyAjAla
phantom	prewa
pharmaceutical	ORaXIya
pharmaceutics	ORaXa-nirmANa-vijFAna
pharmacist	ORaXajFa
pharmacologist	ORaXa_vijFAnI
pharmacology	ORaXa_vijFAna
pharmacopoeia	ORaXa_koSa
pharmacy	ORaXa_nirmANa_vijFAna
pharyngitis	grasanI_SoWa
pharynx	grasanI
pheasant	cidA
phelgmatic	kaPamaya
phenol	kArabAlika
phenomenal	asAXAraNa
phenomenology	xqSya-GatanA-vijFAna
phenomenon	xqgviRaya
pheromone	saMkewa
phew	CIH
phial	SISI
philalogist	BARASAswrI
philander	irakabAjI_kara
philanderer	irakabAja
philanthropic	lokopakArI
philanthropist	mAnavapremI
philanthropy	mAnavaprema
philatelic	tikata_saMgrahaNa_karane_kA
philatelist	tikata_saMgrahI
philately	tikata_saMgraha
philharmonic	saMgIwa_premI
philistine	viRayAsakwa
philological	BARASAswrIya
philologist	BARASAswrI
philology	BARAsAswra
philosopher	xArSanika
philosophical	xArSanika
philosophy	wawwva_vijFAna
philosphize	xArSanika_rUpa_meM_praswuwa_kara
phlegm	balagama
phobia	dara
phoenix	amarapakRI
phoneme	XvanigrAma
phonetic	XvanyAwmaka
phoneticaly	svaraXvani_se
phonetics	svara_vijFAna
phoney	kAlpanika
phonological	XvanyAwmaka
phonology	svara_vijFAna
phooey	uP
phosphate	sPura-Amla_kRAra
phosphorescent	sPuraxIpwa
phosphorus	PAsaPorasa
photo	wasvIra
photocopy	PotokApI
photogenic	ciwropama
photostat	PotostEta
photosynthesis	prakASa-saMSleRaNa
phrase	vAkyAMSa
phraseology	vAkyaracanA
phut	Pata
phylum	jAwi
physicality	SArIrika_bala
physically	SArIrika
physician	cikiwsaka
physicist	BOwika_vijFAnI
physics	BOwika_vijFAna
physiognomy	Akqwi_vijFAna
physiology	SarIra_kriyA_vijFAna
physiotherapist	PisiyoWErepista
physiotherapy	SArIrika_cikiwsA
physique	SarIra-gaTana
pi	raMgabiraMgA
pianist	piyAno_bajAne_vAlA
piano	piyAno
piazza	cOka
pick-up	pikaapa
pick-up_word	pikaapa
pick-ups_word	pikaapa
pickings	upara_kI_AmaxanI
pickpocket	jebakawarA
picky	naKarebAja
picnic	pikanika
pictorial	saciwra
picturesque	suramya
picturesqueness	suramyawA
pidgin	miSriwa_BARA
pie	kacOdI
piebald	ciwakabarA
piecemeal	WodA-WodA_karake
pier	swaMBa
pierrot	BAzda
piety	XarmaparAyaNawA
pigeon	kabUwara
piggery	bAdA
pigheaded	jixxI
piglet	GeMtA
pigment	raMgaxravya
pigmentation	varNakawA
pigskin	suara_kI_KAla_se_banA_camadA
pigsty	suara-bAda
pigtail	CotI_cotI
pike	eka_prakAra_kI_maCalI
pikestaff	sIXA-sAXA
pilaster	BiwwI_swamBa
pile-on_word	puMjana
pilfer	curA
pilgrim	wIrWayAwrI
pilgrimage	wIrWayAwrA
pill	golI
pillar	KamBA
pillion	piCalI_sIta
pillory	sArvajanika_rUpa_se_xaMdiwa_kara
pillowcase	gilAPa
pimento	lAla_gola_mirca
pimple	muzhAsA
pimply	PuMsIxAra
pimps	veSyAoM_ke_xalAla
pinafore	baccoM_ke_kapadoM_ke_Upara_kA_kapadA
pincer	cimatI
pincushion	pinagaxxI
pinion	jakada
pink-tinted_word	halkA_gulAbI_raMga
pinkie	sabase_CotI_aMgulI
pinkish	WodA_gulAbI
pinnacle	SiKara
pinny	baccoM_ke_kapadoM_ke_Upara_kA_kapadA
pinstripe	kapade_para_CapI_saPexa_XArI
pint	xravya_kA_eka_mApa
pious	XarmaniRTa
piper	veNu_vAxaka
pipette	pipeta
pipit	cacarI
pippin	seba
pipsqueak	mahawvahIna_vyakwi
piquancy	catapatApana
piquant	masAlexAra
piracy	samuxra_kI_dakEwI
piranha	pirAnA
pirate	samuxrI_dAkU
piratical	cora_ke_jEsA
pirouette	GiranI_KAnA
piscean	mIna_rASi_meM_pExA_hone_vAlA_manuRya
pisces	mIna
pistachio	piswA
piste	skIyiMga_ke_lie_barPIlA_rAswA
pistol	piswOla
piston	pistana
pitcher	GadA
pitchfork	jelI
piteous	xayanIya
pitfall	CipI_huI_xikkawa
pith	majjA
pithy	sAragarBiwa
pitiable	xayanIya
pitiful	xayanIya
pitifully	xayanIya_DaMga_se
pitiless	nirxaya
pitta	pitA
pittance	alpavqwwi
pituitary	SleRmIya
pity	warasa
pivot	kenxra_binxu
pivotal	praXAna
pixel	kampyUtara_para_prakata_hone_vAle_Sabxabinxu
pixie	apsarA
